iter	Passed	Remaining
640	6378	93125
641	6389	93139
642	6401	93159
643	6412	93159
644	6424	93183
645	6436	93193
646	6444	93166
647	6453	93137
648	6462	93106
649	6471	93088
650	6479	93058
651	6490	93062
652	6499	93034
653	6508	93013
654	6518	93003
655	6528	92986
656	6536	92956
657	6545	92933
658	6554	92905
659	6563	92876
660	6574	92891
661	6583	92864
662	6593	92862
663	6604	92855
664	6613	92835
665	6621	92806
666	6631	92787
667	6642	92799
668	6653	92798
669	6663	92792
670	6673	92783
671	6683	92767
672	6693	92764
673	6702	92735
674	6714	92758
675	6723	92738
676	6732	92714
677	6743	92715
678	6752	92700
679	6762	92692
680	6773	92689
681	6784	92690
682	6795	92700
683	6806	92697
684	6815	92675
685	6824	92651
686	6832	92623
687	6841	92601
688	6850	92582
689	6860	92560
690	6871	92573
691	6880	92545
692	6888	92516
693	6897	92489
694	6909	92501
695	6918	92491
696	6927	92468
697	6936	92442
698	6946	92424
699	6954	92399
700	6963	92374
701	6974	92383
702	6984	92364
703	7009	92552
704	7021	92568
705	7031	92564
706	7040	92539
707	7049	92523
708	7059	92512
709	7068	92483
710	7078	92483
711	7087	92454
712	7095	92426
713	7108	92450
714	7117	92425
715	7127	92415
716	7137	92412
717	7146	92389
718	7155	92361
719	7163	92334
720	7175	92343
721	7184	92322
722	7193	92295
723	7202	92283
724	7211	92261
725	7221	92247
726	7231	92238
727	7240	92213
728	7249	92195
729	7259	92190
730	7268	92163
731	7279	92172
732	7292	92195
733	7301	92176
734	7310	92149
735	7318	92123
736	7331	92147
737	7341	92131
738	7351	92124
739	7361	92116
740	7370	92099
741	7379	92077
742	7389	92062
743	7400	92072
744	7409	92045
745	7417	92018
746	7429	92030
747	7441	92045
748	7452	92049
749	7461	92022
750	7470	92005
751	7481	92009
752	7491	91997
753	7503	92013
754	7514	92014
755	7524	92006
756	7533	91979
757	7543	91971
758	7551	91947
759	7561	91934
760	7572	91937
761	7584	91947
762	7593	91924
763	7602	91905
764	7611	91886
765	7622	91882
766	7632	91875
767	7640	91849
768	7650	91837
769	7658	91807
770	7667	91781
771	7676	91761
772	7686	91745
773	7698	91761
774	7709	91767
775	7721	91778
776	7730	91766
777	7739	91741
778	7748	91714
779	7759	91723
780	7769	91707
781	7778	91693
782	7787	91669
783	7797	91658
784	7807	91656
785	7818	91656
786	7828	91648
787	7838	91640
788	7849	91635
789	7860	91645
790	7871	91640
791	7881	91632
792	7890	91611
793	7900	91600
794	7909	91585
795	7920	91584
796	7929	91564
797	7938	91538
798	7949	91540
799	7958	91522
800	7966	91493
801	7975	91468
802	7984	91452
803	7996	91458
804	8026	91680
805	8036	91675
806	8047	91672
807	8058	91674
808	8067	91650
809	8077	91642
810	8087	91640
811	8097	91626
812	8107	91618
813	8117	91601
814	8126	91590
815	8135	91569
816	8146	91561
817	8157	91568
818	8168	91569
819	8181	91588
820	8189	91565
821	8200	91565
822	8209	91540
823	8220	91538
824	8229	91517
825	8239	91516
826	8250	91517
827	8261	91515
828	8270	91492
829	8280	91483
830	8290	91475
831	8302	91481
832	8312	91476
833	8322	91468
834	8331	91444
835	8340	91428
836	8352	91441
837	8361	91416
838	8370	91392
839	8381	91397
840	8390	91382
841	8399	91357
842	8409	91347
843	8418	91325
844	8426	91299
845	8435	91274
846	8444	91250
847	8454	91241
848	8464	91237
849	8476	91249
850	8485	91225
851	8495	91213
852	8503	91189
853	8514	91189
854	8525	91190
855	8535	91179
856	8546	91176
857	8557	91177
858	8567	91169
859	8576	91147
860	8586	91139
861	8595	91124
862	8605	91112
863	8618	91130
864	8627	91114
865	8636	91090
866	8648	91103
867	8657	91085
868	8669	91093
869	8681	91101
870	8692	91106
871	8704	91114
872	8714	91110
873	8723	91089
874	8732	91067
875	8741	91049
876	8751	91039
877	8762	91034
878	8773	91036
879	8781	91009
880	8790	90991
881	8800	90978
882	8809	90953
883	8817	90927
884	8828	90924
885	8840	90937
886	8849	90922
887	8859	90911
888	8868	90889
889	8879	90888
890	8888	90871
891	8897	90847
892	8907	90838
893	8915	90815
894	8925	90802
895	8936	90801
896	8946	90787
897	8956	90786
898	8966	90768
899	8976	90759
900	8987	90767
901	8998	90759
902	9021	90882
903	9042	90983
904	9052	90980
905	9063	90974
906	9074	90979
907	9083	90956
908	9093	90947
909	9103	90934
910	9114	90934
911	9124	90924
912	9133	90903
913	9143	90891
914	9152	90871
915	9161	90857
916	9171	90849
917	9181	90831
918	9189	90808
919	9200	90808
920	9211	90802
921	9219	90779
922	9230	90778
923	9243	90793
924	9252	90775
925	9265	90789
926	9274	90776
927	9284	90768
928	9295	90761
929	9305	90753
930	9314	90730
931	9323	90717
932	9333	90704
933	9345	90713
934	9355	90702
935	9366	90698
936	9376	90693
937	9387	90688
938	9398	90692
939	9410	90697
940	9422	90706
941	9432	90700
942	9441	90678
943	9454	90695
944	9465	90702
945	9476	90699
946	9486	90684
947	9494	90660
948	9503	90640
949	9514	90639
950	9523	90618
951	9534	90616
952	9543	90597
953	9553	90587
954	9565	90594
955	9575	90586
956	9585	90573
957	9597	90586
958	9603	90540
959	9612	90521
960	9621	90499
961	9633	90504
962	9644	90506
963	9653	90486
964	9662	90462
965	9671	90445
966	9679	90422
967	9690	90416
968	9699	90395
969	9709	90388
970	9721	90394
971	9729	90372
972	9741	90379
973	9750	90356
974	9759	90342
975	9772	90353
976	9780	90331
977	9792	90339
978	9801	90315
979	9813	90322
980	9825	90334
981	9834	90315
982	9844	90305
983	9854	90289
984	9863	90272
985	9872	90257
986	9881	90237
987	9890	90218
988	9902	90223
989	9911	90200
990	9922	90203
991	9936	90229
992	9948	90240
993	9958	90226
994	9968	90213
995	9976	90191
996	9985	90168
997	9996	90167
998	10008	90175
999	10026	90234
1000	10050	90357
1001	10060	90344
1002	10069	90322
1003	10079	90312
1004	10088	90293
1005	10097	90271
1006	10108	90277
1007	10118	90262
1008	10128	90248
1009	10136	90225
1010	10145	90202
1011	10154	90182
1012	10164	90172
1013	10172	90152
1014	10182	90134
1015	10191	90118
1016	10200	90095
1017	10211	90100
1018	10222	90095
1019	10233	90093
1020	10242	90074
1021	10251	90053
1022	10261	90044
1023	10271	90032
1024	10281	90028
1025	10290	90007
1026	10299	89985
1027	10307	89962
1028	10317	89953
1029	10327	89939
1030	10339	89943
1031	10348	89926
1032	10360	89936
1033	10370	89928
1034	10381	89923
1035	10390	89901
1036	10400	89893
1037	10409	89876
1038	10418	89853
1039	10426	89831
1040	10435	89809
1041	10446	89807
1042	10456	89798
1043	10465	89780
1044	10474	89759
1045	10485	89759
1046	10495	89744
1047	10503	89722
1048	10514	89717
1049	10525	89717
1050	10537	89722
1051	10547	89710
1052	10556	89694
1053	10565	89680
1054	10576	89671
1055	10587	89672
1056	10596	89653
1057	10607	89656
1058	10618	89649
1059	10627	89628
1060	10637	89621
1061	10647	89609
1062	10655	89586
1063	10667	89589
1064	10678	89590
1065	10687	89568
1066	10698	89565
1067	10707	89549
1068	10718	89546
1069	10728	89539
1070	10739	89532
1071	10748	89516
1072	10759	89516
1073	10771	89521
1074	10781	89511
1075	10790	89492
1076	10800	89479
1077	10810	89475
1078	10819	89456
1079	10832	89467
1080	10843	89469
1081	10852	89451
1082	10863	89443
1083	10872	89428
1084	10882	89416
1085	10893	89418
1086	10905	89419
1087	10915	89411
1088	10926	89404
1089	10935	89391
1090	10947	89397
1091	10956	89378
1092	10965	89357
1093	10975	89345
1094	10984	89331
1095	10995	89331
1096	11004	89312
1097	11016	89316
1098	11026	89303
1099	11057	89467
1100	11070	89478
1101	11081	89474
1102	11090	89456
1103	11100	89448
1104	11108	89424
1105	11119	89414
1106	11127	89395
1107	11137	89384
1108	11146	89364
1109	11156	89351
1110	11166	89339
1111	11176	89334
1112	11185	89314
1113	11194	89296
1114	11203	89274
1115	11215	89284
1116	11226	89280
1117	11237	89279
1118	11248	89271
1119	11260	89276
1120	11272	89281
1121	11282	89273
1122	11293	89272
1123	11302	89254
1124	11313	89253
1125	11324	89251
1126	11336	89254
1127	11347	89251
1128	11357	89241
1129	11367	89227
1130	11377	89221
1131	11386	89201
1132	11395	89184
1133	11404	89166
1134	11414	89151
1135	11422	89130
1136	11431	89110
1137	11442	89108
1138	11453	89104
1139	11465	89106
1140	11475	89097
1141	11484	89077
1142	11494	89073
1143	11503	89054
1144	11515	89056
1145	11525	89045
1146	11536	89043
1147	11545	89025
1148	11557	89026
1149	11566	89009
1150	11575	88993
1151	11585	88984
1152	11594	88966
1153	11606	88970
1154	11618	88971
1155	11626	88952
1156	11635	88932
1157	11645	88919
1158	11654	88901
1159	11664	88888
1160	11673	88872
1161	11682	88851
1162	11690	88830
1163	11702	88833
1164	11710	88812
1165	11719	88792
1166	11729	88779
1167	11740	88777
1168	11749	88756
1169	11761	88761
1170	11771	88755
1171	11782	88748
1172	11793	88745
1173	11803	88737
1174	11813	88725
1175	11825	88727
1176	11835	88719
1177	11846	88718
1178	11855	88697
1179	11865	88692
1180	11875	88676
1181	11884	88663
1182	11895	88655
1183	11905	88650
1184	11916	88644
1185	11926	88630
1186	11934	88610
1187	11943	88589
1188	11954	88587
1189	11965	88587
1190	11977	88588
1191	11990	88598
1192	11999	88582
1193	12008	88563
1194	12020	88566
1195	12030	88556
1196	12041	88554
1197	12141	89207
1198	12154	89218
1199	12165	89214
1200	12176	89206
1201	12184	89187
1202	12193	89166
1203	12205	89170
1204	12215	89154
1205	12223	89133
1206	12234	89126
1207	12244	89117
1208	12255	89110
1209	12264	89096
1210	12274	89081
1211	12282	89061
1212	12295	89067
1213	12305	89058
1214	12315	89045
1215	12325	89036
1216	12336	89029
1217	12347	89028
1218	12360	89036
1219	12368	89015
1220	12377	88997
1221	12387	88981
1222	12397	88969
1223	12407	88962
1224	12417	88948
1225	12426	88928
1226	12437	88931
1227	12450	88935
1228	12458	88915
1229	12471	88921
1230	12479	88900
1231	12488	88878
1232	12497	88858
1233	12507	88852
1234	12519	88854
1235	12531	88858
1236	12544	88863
1237	12554	88854
1238	12565	88850
1239	12574	88831
1240	12583	88815
1241	12592	88794
1242	12601	88775
1243	12611	88769
1244	12622	88763
1245	12632	88751
1246	12641	88732
1247	12650	88715
1248	12659	88697
1249	12671	88699
1250	12679	88678
1251	12692	88685
1252	12702	88674
1253	12711	88654
1254	12719	88634
1255	12730	88626
1256	12739	88607
1257	12747	88586
1258	12761	88600
1259	12772	88595
1260	12781	88577
1261	12791	88570
1262	12802	88562
1263	12814	88564
1264	12823	88545
1265	12832	88528
1266	12840	88508
1267	12850	88493
1268	12860	88480
1269	12869	88462
1270	12878	88446
1271	12888	88437
1272	12900	88438
1273	12909	88421
1274	12920	88414
1275	12931	88412
1276	12940	88392
1277	12951	88393
1278	12961	88382
1279	12973	88379
1280	12982	88363
1281	12992	88354
1282	13003	88350
1283	13012	88330
1284	13022	88318
1285	13031	88303
1286	13042	88299
1287	13052	88287
1288	13063	88284
1289	13074	88275
1290	13084	88266
1291	13097	88276
1292	13108	88271
1293	13118	88262
1294	13127	88242
1295	13154	88347
1296	13164	88332
1297	13173	88320
1298	13183	88308
1299	13192	88286
1300	13202	88280
1301	13214	88281
1302	13223	88260
1303	13232	88244
1304	13242	88231
1305	13253	88225
1306	13261	88202
1307	13270	88185
1308	13280	88176
1309	13291	88171
1310	13300	88151
1311	13310	88143
1312	13321	88133
1313	13330	88116
1314	13339	88099
1315	13350	88099
1316	13359	88081
1317	13368	88064
1318	13377	88046
1319	13386	88028
1320	13398	88030
1321	13409	88026
1322	13418	88005
1323	13428	87992
1324	13439	87991
1325	13451	87991
1326	13459	87971
1327	13470	87964
1328	13481	87958
1329	13491	87951
1330	13503	87949
1331	13513	87941
1332	13523	87928
1333	13532	87908
1334	13543	87903
1335	13553	87893
1336	13561	87872
1337	13573	87873
1338	13583	87863
1339	13594	87854
1340	13604	87847
1341	13617	87851
1342	13626	87838
1343	13637	87833
1344	13647	87823
1345	13659	87822
1346	13668	87802
1347	13677	87784
1348	13689	87789
1349	13701	87787
1350	13711	87779
1351	13720	87760
1352	13732	87761
1353	13743	87761
1354	13753	87745
1355	13763	87735
1356	13772	87719
1357	13781	87699
1358	13791	87694
1359	13801	87681
1360	13813	87679
1361	13822	87667
1362	13833	87657
1363	13843	87648
1364	13852	87633
1365	13861	87614
1366	13870	87593
1367	13880	87587
1368	13890	87570
1369	13899	87554
1370	13909	87546
1371	13918	87529
1372	13928	87519
1373	13939	87514
1374	13949	87501
1375	13959	87487
1376	13968	87473
1377	13980	87471
1378	13988	87451
1379	14000	87454
1380	14011	87448
1381	14022	87440
1382	14030	87420
1383	14039	87405
1384	14050	87394
1385	14060	87386
1386	14069	87370
1387	14078	87350
1388	14088	87343
1389	14098	87332
1390	14109	87325
1391	14118	87309
1392	14127	87289
1393	14139	87294
1394	14174	87436
1395	14188	87446
1396	14198	87435
1397	14207	87421
1398	14217	87405
1399	14225	87387
1400	14235	87370
1401	14247	87372
1402	14256	87357
1403	14265	87340
1404	14277	87341
1405	14286	87326
1406	14297	87316
1407	14307	87308
1408	14316	87288
1409	14324	87270
1410	14333	87249
1411	14343	87240
1412	14353	87225
1413	14365	87228
1414	14375	87215
1415	14385	87204
1416	14395	87194
1417	14407	87194
1418	14416	87180
1419	14425	87165
1420	14434	87146
1421	14446	87148
1422	14457	87142
1423	14466	87125
1424	14478	87122
1425	14486	87103
1426	14495	87084
1427	14504	87067
1428	14513	87049
1429	14523	87040
1430	14536	87043
1431	14546	87035
1432	14556	87023
1433	14568	87022
1434	14579	87018
1435	14587	86998
1436	14596	86978
1437	14607	86974
1438	14617	86963
1439	14629	86965
1440	14642	86968
1441	14650	86950
1442	14662	86951
1443	14672	86936
1444	14681	86918
1445	14693	86922
1446	14703	86908
1447	14711	86888
1448	14722	86882
1449	14731	86862
1450	14742	86859
1451	14753	86857
1452	14763	86843
1453	14775	86842
1454	14783	86822
1455	14794	86816
1456	14806	86817
1457	14816	86805
1458	14826	86796
1459	14836	86780
1460	14846	86774
1461	14856	86759
1462	14866	86748
1463	14877	86746
1464	14889	86746
1465	14901	86746
1466	14912	86739
1467	14921	86725
1468	14932	86715
1469	14943	86714
1470	14955	86711
1471	14963	86693
1472	14974	86684
1473	14986	86685
1474	14995	86667
1475	15006	86662
1476	15015	86646
1477	15024	86628
1478	15034	86618
1479	15044	86604
1480	15055	86599
1481	15065	86590
1482	15074	86571
1483	15082	86552
1484	15091	86534
1485	15100	86519
1486	15110	86505
1487	15119	86489
1488	15128	86474
1489	15140	86471
1490	15151	86468
1491	15160	86449
1492	15183	86512
1493	15195	86512
1494	15206	86509
1495	15217	86504
1496	15227	86494
1497	15237	86482
1498	15246	86464
1499	15257	86457
1500	15267	86449
1501	15276	86431
1502	15287	86423
1503	15297	86415
1504	15306	86397
1505	15315	86378
1506	15323	86359
1507	15332	86344
1508	15343	86334
1509	15353	86325
1510	15363	86314
1511	15374	86307
1512	15384	86296
1513	15393	86278
1514	15402	86263
1515	15414	86261
1516	15424	86251
1517	15433	86235
1518	15443	86227
1519	15455	86224
1520	15466	86221
1521	15477	86211
1522	15486	86199
1523	15498	86196
1524	15507	86182
1525	15518	86176
1526	15527	86158
1527	15537	86146
1528	15545	86127
1529	15555	86115
1530	15566	86111
1531	15575	86093
1532	15585	86082
1533	15598	86084
1534	15607	86067
1535	15615	86048
1536	15627	86050
1537	15637	86036
1538	15649	86035
1539	15658	86018
1540	15670	86018
1541	15680	86010
1542	15691	86000
1543	15701	85991
1544	15711	85980
1545	15722	85973
1546	15730	85955
1547	15741	85945
1548	15749	85926
1549	15758	85909
1550	15767	85892
1551	15775	85873
1552	15787	85870
1553	15796	85852
1554	15806	85843
1555	15816	85829
1556	15824	85812
1557	15834	85797
1558	15844	85785
1559	15854	85776
1560	15863	85759
1561	15874	85752
1562	15882	85734
1563	15891	85718
1564	15903	85715
1565	15914	85709
1566	15924	85700
1567	15933	85681
1568	15945	85682
1569	15955	85671
1570	15964	85653
1571	15972	85634
1572	15980	85612
1573	15989	85595
1574	16000	85589
1575	16008	85570
1576	16017	85553
1577	16027	85543
1578	16037	85528
1579	16047	85516
1580	16056	85502
1581	16066	85489
1582	16076	85478
1583	16086	85471
1584	16096	85459
1585	16105	85442
1586	16115	85431
1587	16124	85414
1588	16134	85406
1589	16145	85397
1590	16157	85398
1591	16190	85510
1592	16210	85550
1593	16221	85544
1594	16230	85527
1595	16239	85512
1596	16249	85500
1597	16260	85493
1598	16270	85484
1599	16279	85468
1600	16288	85451
1601	16302	85458
1602	16311	85444
1603	16320	85429
1604	16332	85427
1605	16343	85422
1606	16352	85406
1607	16361	85388
1608	16370	85370
1609	16380	85360
1610	16389	85346
1611	16401	85343
1612	16410	85329
1613	16419	85311
1614	16431	85312
1615	16441	85301
1616	16450	85284
1617	16460	85273
1618	16472	85272
1619	16481	85255
1620	16490	85240
1621	16500	85227
1622	16508	85208
1623	16519	85199
1624	16528	85185
1625	16540	85183
1626	16548	85164
1627	16558	85149
1628	16567	85135
1629	16577	85122
1630	16585	85105
1631	16594	85089
1632	16606	85085
1633	16616	85073
1634	16628	85075
1635	16638	85061
1636	16648	85051
1637	16659	85049
1638	16672	85048
1639	16681	85034
1640	16691	85024
1641	16702	85018
1642	16714	85016
1643	16723	85002
1644	16732	84983
1645	16741	84969
1646	16750	84951
1647	16758	84932
1648	16769	84924
1649	16778	84908
1650	16788	84895
1651	16797	84882
1652	16807	84873
1653	16816	84857
1654	16825	84838
1655	16835	84826
1656	16844	84810
1657	16854	84799
1658	16862	84780
1659	16871	84766
1660	16882	84759
1661	16891	84743
1662	16901	84731
1663	16911	84719
1664	16920	84706
1665	16929	84688
1666	16938	84671
1667	16946	84653
1668	16958	84649
1669	16967	84634
1670	16979	84634
1671	16989	84620
1672	16999	84610
1673	17007	84590
1674	17019	84591
