iter	Passed	Remaining
1675	17028	84573
1676	17038	84560
1677	17047	84548
1678	17058	84542
1679	17068	84531
1680	17079	84523
1681	17091	84522
1682	17100	84507
1683	17109	84491
1684	17118	84473
1685	17128	84464
1686	17140	84462
1687	17148	84444
1688	17159	84435
1689	17168	84418
1690	17176	84401
1691	17187	84395
1692	17223	84509
1693	17236	84515
1694	17246	84502
1695	17255	84488
1696	17265	84475
1697	17274	84459
1698	17285	84451
1699	17294	84437
1700	17304	84425
1701	17313	84410
1702	17323	84397
1703	17332	84381
1704	17342	84374
1705	17352	84359
1706	17362	84351
1707	17371	84336
1708	17380	84317
1709	17388	84300
1710	17401	84302
1711	17411	84289
1712	17420	84276
1713	17429	84260
1714	17438	84244
1715	17449	84236
1716	17458	84220
1717	17467	84203
1718	17475	84186
1719	17484	84171
1720	17494	84159
1721	17503	84141
1722	17514	84136
1723	17524	84127
1724	17533	84111
1725	17543	84100
1726	17556	84102
1727	17566	84092
1728	17577	84085
1729	17588	84078
1730	17597	84062
1731	17608	84058
1732	17617	84043
1733	17627	84028
1734	17637	84019
1735	17648	84014
1736	17657	83997
1737	17668	83992
1738	17680	83989
1739	17689	83974
1740	17699	83964
1741	17710	83957
1742	17721	83950
1743	17733	83947
1744	17741	83930
1745	17752	83923
1746	17765	83924
1747	17776	83920
1748	17785	83903
1749	17796	83895
1750	17805	83881
1751	17813	83863
1752	17824	83856
1753	17834	83846
1754	17844	83832
1755	17852	83814
1756	17863	83806
1757	17872	83789
1758	17883	83786
1759	17895	83784
1760	17905	83771
1761	17914	83759
1762	17925	83751
1763	17934	83737
1764	17944	83723
1765	17953	83709
1766	17963	83699
1767	17973	83684
1768	17983	83674
1769	17992	83662
1770	18004	83658
1771	18014	83649
1772	18025	83640
1773	18036	83636
1774	18047	83628
1775	18057	83619
1776	18066	83601
1777	18075	83584
1778	18084	83571
1779	18096	83567
1780	18107	83563
1781	18116	83545
1782	18128	83543
1783	18136	83526
1784	18148	83521
1785	18157	83507
1786	18165	83490
1787	18177	83486
1788	18186	83468
1789	18196	83459
1790	18205	83444
1791	18215	83434
1792	18242	83502
1793	18251	83486
1794	18260	83469
1795	18271	83462
1796	18280	83446
1797	18290	83437
1798	18299	83420
1799	18308	83403
1800	18317	83387
1801	18327	83379
1802	18339	83377
1803	18348	83361
1804	18359	83355
1805	18369	83343
1806	18380	83339
1807	18392	83336
1808	18401	83318
1809	18409	83302
1810	18418	83284
1811	18427	83271
1812	18438	83261
1813	18448	83250
1814	18459	83246
1815	18470	83240
1816	18481	83230
1817	18491	83222
1818	18500	83208
1819	18512	83205
1820	18522	83193
1821	18531	83176
1822	18540	83162
1823	18550	83150
1824	18560	83139
1825	18571	83135
1826	18581	83121
1827	18592	83116
1828	18603	83109
1829	18614	83104
1830	18623	83088
1831	18632	83074
1832	18641	83056
1833	18650	83042
1834	18662	83038
1835	18672	83028
1836	18682	83019
1837	18691	83005
1838	18704	83003
1839	18712	82986
1840	18722	82976
1841	18735	82977
1842	18745	82967
1843	18756	82957
1844	18764	82940
1845	18773	82922
1846	18784	82917
1847	18794	82905
1848	18802	82888
1849	18812	82876
1850	18820	82858
1851	18830	82845
1852	18841	82840
1853	18850	82823
1854	18860	82813
1855	18870	82802
1856	18880	82793
1857	18889	82775
1858	18898	82761
1859	18908	82750
1860	18917	82735
1861	18926	82719
1862	18936	82707
1863	18948	82705
1864	18960	82702
1865	18970	82692
1866	18978	82675
1867	18988	82664
1868	18997	82646
1869	19006	82633
1870	19018	82629
1871	19031	82634
1872	19042	82624
1873	19051	82609
1874	19061	82597
1875	19071	82590
1876	19082	82581
1877	19092	82570
1878	19102	82562
1879	19111	82545
1880	19121	82532
1881	19129	82515
1882	19139	82503
1883	19150	82497
1884	19162	82493
1885	19172	82482
1886	19180	82466
1887	19190	82453
1888	19200	82442
1889	19211	82435
1890	19221	82425
1891	19259	82533
1892	19271	82533
1893	19284	82533
1894	19293	82520
1895	19305	82515
1896	19314	82501
1897	19323	82486
1898	19334	82479
1899	19343	82463
1900	19352	82450
1901	19362	82439
1902	19375	82438
1903	19385	82427
1904	19393	82411
1905	19402	82394
1906	19412	82382
1907	19421	82367
1908	19432	82360
1909	19442	82352
1910	19453	82343
1911	19465	82341
1912	19474	82327
1913	19483	82309
1914	19493	82301
1915	19503	82289
1916	19514	82282
1917	19523	82268
1918	19535	82262
1919	19546	82256
1920	19556	82249
1921	19565	82232
1922	19574	82218
1923	19583	82201
1924	19594	82195
1925	19605	82188
1926	19614	82174
1927	19624	82164
1928	19633	82148
1929	19643	82134
1930	19653	82126
1931	19663	82112
1932	19675	82111
1933	19684	82095
1934	19694	82085
1935	19702	82068
1936	19714	82063
1937	19724	82053
1938	19736	82051
1939	19747	82041
1940	19759	82040
1941	19769	82031
1942	19781	82029
1943	19790	82012
1944	19800	82003
1945	19809	81986
1946	19819	81975
1947	19828	81959
1948	19839	81952
1949	19849	81943
1950	19861	81941
1951	19872	81932
1952	19881	81917
1953	19889	81901
1954	19900	81890
1955	19910	81882
1956	19920	81868
1957	19932	81866
1958	19941	81851
1959	19950	81839
1960	19962	81833
1961	19972	81825
1962	19981	81809
1963	19990	81795
1964	20000	81782
1965	20011	81776
1966	20019	81759
1967	20029	81745
1968	20040	81740
1969	20049	81726
1970	20058	81711
1971	20069	81702
1972	20077	81685
1973	20088	81678
1974	20097	81663
1975	20107	81651
1976	20116	81634
1977	20125	81621
1978	20135	81609
1979	20147	81607
1980	20159	81602
1981	20169	81592
1982	20179	81583
1983	20189	81571
1984	20199	81559
1985	20207	81543
1986	20216	81526
1987	20225	81510
1988	20234	81497
1989	20244	81487
1990	20292	81629
1991	20302	81618
1992	20312	81605
1993	20320	81588
1994	20331	81580
1995	20340	81565
1996	20350	81553
1997	20360	81541
1998	20371	81535
1999	20379	81518
2000	20391	81514
2001	20402	81510
2002	20411	81494
2003	20424	81492
2004	20435	81485
2005	20443	81469
2006	20452	81452
2007	20460	81435
2008	20473	81434
2009	20482	81419
2010	20491	81405
2011	20502	81396
2012	20510	81380
2013	20520	81369
2014	20529	81353
2015	20538	81337
2016	20548	81326
2017	20558	81318
2018	20568	81304
2019	20580	81304
2020	20589	81288
2021	20599	81277
2022	20608	81261
2023	20620	81258
2024	20628	81241
2025	20636	81223
2026	20648	81218
2027	20657	81202
2028	20666	81187
2029	20677	81180
2030	20685	81163
2031	20693	81146
2032	20702	81131
2033	20711	81114
2034	20719	81098
2035	20729	81087
2036	20741	81081
2037	20752	81073
2038	20763	81066
2039	20773	81057
2040	20782	81041
2041	20790	81025
2042	20801	81015
2043	20811	81004
2044	20822	81000
2045	20834	80996
2046	20843	80981
2047	20855	80977
2048	20864	80961
2049	20873	80949
2050	20885	80944
2051	20895	80934
2052	20906	80926
2053	20917	80921
2054	20927	80908
2055	20936	80892
2056	20947	80885
2057	20955	80870
2058	20967	80867
2059	20979	80862
2060	20990	80855
2061	21002	80851
2062	21013	80846
2063	21025	80841
2064	21033	80824
2065	21042	80808
2066	21051	80793
2067	21060	80778
2068	21069	80765
2069	21078	80750
2070	21087	80734
2071	21095	80718
2072	21105	80705
2073	21114	80691
2074	21123	80676
2075	21133	80665
2076	21144	80657
2077	21152	80641
2078	21164	80635
2079	21175	80627
2080	21186	80621
2081	21196	80611
2082	21204	80594
2083	21213	80579
2084	21223	80567
2085	21233	80558
2086	21245	80553
2087	21255	80541
2088	21267	80539
2089	21368	80871
2090	21380	80868
2091	21392	80866
2092	21403	80860
2093	21412	80845
2094	21422	80831
2095	21430	80815
2096	21441	80807
2097	21452	80799
2098	21461	80782
2099	21470	80771
2100	21479	80753
2101	21487	80738
2102	21497	80725
2103	21505	80708
2104	21514	80693
2105	21525	80684
2106	21534	80668
2107	21544	80658
2108	21556	80653
2109	21566	80643
2110	21575	80628
2111	21585	80617
2112	21594	80602
2113	21604	80592
2114	21613	80576
2115	21624	80569
2116	21635	80561
2117	21647	80559
2118	21657	80549
2119	21668	80543
2120	21677	80526
2121	21688	80518
2122	21698	80507
2123	21709	80501
2124	21720	80495
2125	21731	80485
2126	21739	80468
2127	21748	80454
2128	21758	80443
2129	21768	80431
2130	21777	80415
2131	21787	80406
2132	21796	80389
2133	21806	80377
2134	21817	80371
2135	21830	80370
2136	21842	80367
2137	21851	80353
2138	21860	80340
2139	21871	80331
2140	21879	80314
2141	21888	80299
2142	21897	80284
2143	21905	80267
2144	21915	80254
2145	21924	80238
2146	21934	80229
2147	21944	80219
2148	21954	80205
2149	21963	80193
2150	21972	80178
2151	21981	80162
2152	21991	80151
2153	22003	80149
2154	22013	80138
2155	22022	80122
2156	22031	80108
2157	22041	80097
2158	22050	80083
2159	22059	80069
2160	22068	80054
2161	22079	80047
2162	22089	80034
2163	22099	80024
2164	22110	80015
2165	22121	80008
2166	22130	79993
2167	22141	79985
2168	22151	79977
2169	22160	79961
2170	22169	79947
2171	22179	79936
2172	22188	79922
2173	22199	79914
2174	22208	79900
2175	22219	79892
2176	22230	79884
2177	22242	79879
2178	22251	79867
2179	22262	79860
2180	22274	79853
2181	22282	79837
2182	22292	79825
2183	22303	79819
2184	22314	79809
2185	22324	79801
2186	22333	79786
2187	22342	79772
2188	22352	79760
2189	22383	79823
2190	22408	79865
2191	22419	79859
2192	22428	79845
2193	22439	79835
2194	22447	79819
2195	22456	79805
2196	22466	79793
2197	22478	79787
2198	22486	79771
2199	22495	79757
2200	22506	79749
2201	22518	79745
2202	22527	79729
2203	22538	79721
2204	22547	79707
2205	22555	79691
2206	22565	79680
2207	22576	79672
2208	22588	79669
2209	22598	79655
2210	22609	79649
2211	22618	79633
2212	22627	79620
2213	22639	79615
2214	22648	79600
2215	22657	79587
2216	22668	79580
2217	22678	79569
2218	22688	79557
2219	22698	79548
2220	22708	79534
2221	22716	79519
2222	22726	79508
2223	22738	79503
2224	22749	79495
2225	22758	79480
2226	22766	79463
2227	22775	79449
2228	22784	79434
2229	22794	79421
2230	22805	79415
2231	22814	79402
2232	22824	79388
2233	22834	79380
2234	22844	79367
2235	22854	79357
2236	22863	79342
2237	22871	79326
2238	22880	79310
2239	22892	79307
2240	22902	79294
2241	22911	79282
2242	22922	79272
2243	22932	79260
2244	22942	79252
2245	22952	79241
2246	22963	79231
2247	22973	79223
2248	22983	79210
2249	22995	79206
2250	23006	79198
2251	23017	79190
2252	23026	79178
2253	23030	79144
2254	23040	79134
2255	23051	79126
2256	23060	79111
2257	23071	79104
2258	23073	79068
2259	23085	79061
2260	23094	79048
2261	23103	79034
2262	23115	79029
2263	23124	79016
2264	23136	79010
2265	23145	78997
2266	23154	78983
2267	23163	78966
2268	23174	78961
2269	23186	78956
2270	23195	78941
2271	23206	78935
2272	23216	78925
2273	23225	78909
2274	23237	78905
2275	23249	78900
2276	23258	78886
2277	23267	78871
2278	23276	78858
2279	23287	78851
2280	23299	78847
2281	23308	78833
2282	23319	78825
2283	23331	78819
2284	23341	78811
2285	23351	78797
2286	23360	78784
2287	23369	78769
2288	23378	78756
2289	23387	78740
2290	23434	78853
2291	23446	78849
2292	23454	78834
2293	23466	78828
2294	23478	78824
2295	23486	78807
2296	23495	78791
2297	23504	78778
2298	23514	78766
2299	23522	78750
2300	23531	78736
2301	23540	78719
2302	23550	78708
2303	23562	78706
2304	23572	78693
2305	23582	78682
2306	23592	78672
2307	23605	78671
2308	23618	78669
2309	23628	78660
2310	23637	78645
2311	23647	78635
2312	23656	78621
2313	23666	78607
2314	23677	78601
2315	23689	78595
2316	23698	78583
2317	23707	78568
2318	23718	78558
2319	23726	78543
2320	23736	78531
2321	23748	78528
2322	23759	78518
2323	23770	78511
2324	23778	78495
2325	23790	78489
2326	23798	78473
2327	23807	78458
2328	23815	78442
2329	23826	78433
2330	23838	78427
2331	23847	78414
2332	23858	78407
2333	23869	78398
2334	23878	78385
2335	23890	78380
2336	23902	78375
2337	23916	78376
2338	23926	78367
2339	23937	78358
2340	23946	78343
2341	23957	78337
2342	23966	78324
2343	23978	78319
2344	23990	78314
2345	24002	78310
2346	24012	78298
2347	24024	78292
2348	24033	78280
2349	24042	78264
2350	24052	78254
2351	24063	78245
2352	24071	78230
2353	24079	78213
2354	24089	78202
2355	24098	78187
2356	24107	78171
2357	24118	78166
2358	24127	78149
2359	24136	78136
2360	24147	78128
2361	24157	78118
2362	24166	78103
2363	24176	78092
2364	24185	78079
2365	24195	78067
2366	24205	78055
2367	24213	78039
2368	24222	78024
2369	24233	78018
2370	24242	78001
2371	24252	77992
2372	24262	77980
2373	24273	77973
2374	24282	77958
2375	24290	77943
2376	24299	77927
2377	24308	77912
2378	24318	77901
2379	24328	77891
2380	24337	77878
2381	24346	77862
2382	24354	77847
2383	24365	77838
2384	24375	77828
2385	24384	77813
2386	24395	77806
2387	24407	77800
2388	24416	77788
2389	24467	77905
2390	24477	77894
2391	24486	77880
2392	24495	77866
2393	24505	77858
2394	24516	77849
2395	24527	77840
2396	24538	77832
2397	24546	77817
2398	24559	77812
2399	24567	77798
2400	24576	77782
2401	24584	77766
2402	24594	77755
2403	24603	77741
2404	24612	77725
2405	24621	77712
2406	24630	77697
2407	24640	77686
2408	24650	77676
2409	24659	77662
2410	24668	77647
2411	24676	77631
2412	24687	77622
2413	24696	77609
2414	24706	77597
2415	24715	77582
2416	24724	77569
2417	24733	77554
2418	24744	77546
2419	24752	77530
2420	24763	77522
2421	24774	77515
2422	24785	77507
2423	24796	77499
2424	24805	77486
2425	24816	77476
2426	24828	77471
2427	24836	77455
2428	24845	77442
2429	24855	77429
2430	24866	77421
2431	24874	77406
2432	24883	77391
2433	24893	77379
2434	24901	77363
2435	24911	77353
2436	24922	77345
2437	24931	77330
2438	24942	77321
2439	24951	77307
2440	24959	77292
2441	24968	77279
2442	24979	77270
2443	24991	77263
2444	25000	77251
2445	25009	77235
2446	25019	77227
2447	25028	77212
2448	25038	77201
2449	25047	77187
2450	25059	77183
2451	25069	77172
2452	25081	77165
2453	25092	77160
2454	25103	77149
2455	25113	77139
2456	25123	77127
2457	25131	77112
2458	25141	77100
2459	25151	77090
2460	25161	77080
2461	25171	77068
2462	25180	77053
2463	25189	77041
2464	25200	77032
2465	25211	77023
2466	25222	77018
2467	25231	77003
2468	25241	76993
2469	25252	76983
2470	25261	76969
2471	25270	76957
2472	25281	76947
2473	25290	76934
2474	25299	76920
2475	25308	76905
2476	25317	76891
2477	25326	76879
2478	25338	76875
2479	25349	76867
2480	25360	76858
2481	25371	76849
2482	25380	76836
2483	25391	76827
2484	25401	76817
2485	25409	76801
2486	25418	76787
2487	25429	76777
2488	25439	76769
2489	25485	76866
2490	25498	76865
2491	25508	76852
2492	25517	76838
2493	25525	76823
2494	25536	76813
2495	25546	76803
2496	25555	76788
2497	25563	76772
2498	25573	76760
2499	25584	76753
2500	25596	76747
2501	25604	76731
2502	25614	76722
2503	25624	76709
2504	25633	76694
2505	25643	76685
2506	25652	76669
2507	25660	76653
2508	25670	76642
2509	25681	76635
2510	25691	76625
2511	25702	76616
2512	25713	76609
2513	25722	76595
2514	25731	76581
2515	25740	76565
2516	25749	76552
2517	25758	76538
2518	25768	76528
2519	25777	76515
2520	25788	76504
2521	25796	76489
2522	25805	76475
2523	25815	76465
2524	25824	76450
2525	25835	76441
2526	25844	76429
2527	25853	76415
2528	25862	76400
2529	25873	76392
2530	25881	76377
2531	25890	76362
2532	25898	76346
2533	25908	76336
2534	25917	76321
2535	25927	76311
2536	25936	76297
2537	25948	76290
2538	25956	76275
2539	25965	76260
2540	25975	76250
2541	25986	76241
2542	25994	76226
2543	26004	76213
2544	26013	76201
2545	26022	76186
2546	26032	76174
2547	26041	76162
2548	26051	76152
2549	26062	76143
2550	26072	76133
2551	26082	76120
2552	26090	76104
2553	26100	76094
2554	26110	76083
2555	26121	76073
2556	26129	76058
2557	26139	76047
2558	26148	76033
2559	26158	76023
2560	26169	76014
2561	26178	76002
2562	26187	75988
2563	26197	75976
2564	26206	75962
2565	26215	75949
2566	26224	75934
2567	26235	75926
2568	26246	75919
2569	26254	75904
2570	26265	75895
2571	26274	75882
2572	26283	75868
2573	26293	75856
2574	26301	75841
2575	26311	75830
2576	26320	75816
2577	26330	75805
2578	26339	75789
2579	26350	75783
2580	26360	75773
2581	26371	75765
2582	26381	75753
2583	26390	75739
2584	26398	75723
2585	26407	75710
2586	26417	75697
2587	26425	75682
2588	26435	75672
2589	26445	75661
2590	26455	75649
2591	26465	75639
2592	26475	75628
2593	26526	75735
2594	26538	75729
2595	26549	75721
2596	26560	75714
2597	26571	75704
2598	26581	75694
2599	26590	75680
2600	26599	75665
2601	26607	75650
2602	26616	75635
2603	26626	75626
2604	26635	75611
2605	26646	75603
2606	26654	75588
2607	26665	75580
2608	26676	75571
2609	26684	75556
2610	26694	75542
2611	26702	75527
2612	26712	75515
2613	26720	75500
2614	26730	75488
2615	26741	75482
2616	26753	75476
2617	26763	75464
2618	26774	75455
2619	26782	75440
2620	26792	75430
2621	26803	75422
2622	26813	75410
2623	26821	75394
2624	26830	75380
2625	26838	75365
2626	26851	75361
2627	26859	75346
2628	26868	75331
2629	26877	75319
2630	26886	75305
2631	26896	75294
2632	26907	75286
2633	26918	75276
2634	26927	75263
2635	26937	75254
2636	26949	75247
2637	26959	75236
2638	26968	75222
2639	26976	75208
2640	26986	75196
2641	26997	75189
2642	27007	75178
2643	27017	75166
2644	27029	75162
2645	27040	75153
2646	27050	75142
2647	27061	75134
2648	27073	75129
2649	27082	75116
2650	27091	75102
2651	27103	75096
2652	27113	75086
2653	27122	75072
2654	27132	75061
2655	27142	75049
2656	27152	75039
2657	27160	75024
2658	27172	75016
2659	27183	75008
2660	27193	74998
2661	27203	74987
2662	27212	74974
2663	27222	74964
2664	27234	74959
2665	27245	74951
2666	27255	74940
2667	27265	74930
2668	27277	74922
2669	27285	74908
2670	27294	74894
2671	27302	74878
2672	27314	74872
2673	27325	74864
2674	27334	74849
2675	27345	74841
2676	27354	74830
2677	27365	74820
2678	27374	74806
2679	27384	74795
2680	27393	74782
2681	27402	74768
2682	27410	74754
2683	27420	74743
2684	27429	74728
2685	27438	74716
2686	27448	74705
2687	27457	74691
2688	27469	74685
2689	27480	74676
2690	27488	74662
2691	27498	74650
2692	27534	74710
2693	27558	74738
2694	27568	74727
2695	27581	74722
2696	27590	74709
2697	27601	74701
2698	27611	74692
2699	27620	74677
2700	27628	74661
2701	27638	74651
2702	27650	74646
2703	27661	74637
2704	27672	74629
2705	27684	74622
2706	27692	74606
2707	27702	74597
2708	27711	74582
2709	27719	74567
2710	27729	74555
2711	27738	74542
2712	27746	74526
2713	27755	74511
2714	27765	74501
2715	27777	74497
2716	27787	74484
2717	27798	74476
2718	27806	74461
2719	27816	74449
2720	27826	74439
2721	27838	74434
2722	27847	74420
2723	27856	74407
2724	27865	74394
2725	27875	74381
2726	27884	74369
2727	27895	74360
2728	27905	74349
2729	27914	74337
2730	27924	74326
2731	27935	74316
2732	27944	74304
2733	27953	74290
2734	27963	74280
2735	27972	74266
2736	27982	74255
2737	27991	74240
2738	27999	74226
2739	28008	74211
2740	28017	74199
2741	28028	74189
2742	28036	74174
2743	28045	74160
2744	28056	74153
2745	28066	74143
2746	28077	74134
2747	28086	74121
2748	28096	74110
2749	28105	74095
2750	28116	74088
2751	28127	74080
2752	28136	74065
2753	28146	74056
2754	28155	74041
2755	28166	74033
2756	28177	74024
2757	28188	74018
2758	28198	74006
2759	28207	73994
2760	28217	73982
2761	28225	73967
2762	28233	73951
2763	28244	73942
2764	28252	73927
2765	28261	73913
2766	28270	73900
2767	28279	73885
2768	28287	73871
2769	28298	73861
2770	28306	73846
2771	28315	73832
2772	28325	73820
2773	28336	73813
2774	28348	73808
2775	28359	73800
2776	28368	73787
2777	28377	73772
2778	28388	73763
2779	28398	73754
2780	28407	73740
2781	28418	73733
2782	28427	73719
2783	28436	73706
2784	28445	73693
2785	28455	73682
2786	28466	73673
2787	28475	73659
2788	28483	73644
2789	28493	73632
2790	28502	73619
2791	28512	73609
2792	28522	73599
2793	28530	73582
2794	28539	73568
2795	28652	73823
2796	28662	73814
2797	28672	73802
2798	28681	73788
2799	28692	73781
2800	28702	73770
2801	28713	73761
2802	28724	73754
2803	28733	73740
2804	28746	73735
2805	28754	73721
2806	28763	73708
2807	28773	73695
2808	28782	73682
2809	28790	73667
2810	28800	73655
2811	28809	73642
2812	28820	73635
2813	28830	73624
2814	28839	73609
2815	28847	73594
2816	28857	73583
2817	28867	73573
2818	28878	73564
2819	28890	73557
2820	28898	73543
2821	28907	73528
2822	28915	73514
2823	28927	73507
2824	28940	73503
2825	28948	73488
2826	28960	73482
2827	28969	73467
2828	28978	73454
2829	28988	73445
2830	28997	73430
2831	29006	73417
2832	29015	73403
2833	29024	73389
2834	29034	73380
2835	29046	73373
2836	29057	73365
2837	29068	73358
2838	29078	73347
2839	29089	73337
2840	29098	73324
2841	29107	73310
2842	29115	73295
2843	29123	73280
2844	29135	73273
2845	29143	73258
2846	29152	73245
2847	29161	73230
2848	29172	73222
2849	29182	73212
2850	29193	73204
2851	29202	73191
2852	29211	73177
2853	29220	73163
2854	29228	73148
2855	29236	73132
2856	29247	73124
2857	29256	73111
2858	29265	73098
2859	29274	73083
2860	29283	73070
2861	29292	73057
2862	29304	73052
2863	29315	73043
2864	29326	73034
2865	29334	73020
2866	29346	73012
2867	29354	72997
2868	29363	72983
2869	29372	72969
2870	29380	72955
2871	29389	72940
2872	29400	72933
2873	29409	72919
2874	29420	72910
2875	29430	72901
2876	29439	72887
2877	29447	72872
2878	29457	72861
2879	29467	72849
2880	29476	72837
2881	29487	72827
2882	29496	72816
2883	29506	72804
2884	29515	72790
2885	29523	72775
2886	29532	72761
2887	29541	72749
2888	29550	72734
2889	29559	72722
2890	29567	72707
2891	29576	72692
2892	29584	72677
2893	29594	72666
2894	29602	72651
2895	29611	72637
2896	29619	72623
2897	29631	72616
2898	29682	72705
2899	29693	72698
2900	29702	72685
2901	29711	72671
2902	29721	72659
2903	29731	72649
2904	29742	72640
2905	29752	72630
2906	29764	72623
2907	29774	72613
2908	29784	72603
2909	29793	72588
2910	29801	72573
2911	29813	72568
2912	29815	72537
2913	29825	72528
2914	29835	72514
2915	29843	72500
2916	29852	72486
2917	29860	72471
2918	29871	72463
2919	29880	72449
2920	29889	72437
2921	29902	72433
2922	29912	72421
2923	29922	72411
2924	29930	72396
2925	29942	72390
2926	29951	72377
2927	29961	72365
2928	29969	72350
2929	29977	72335
2930	29988	72326
2931	30000	72320
2932	30011	72310
2933	30019	72297
2934	30030	72288
2935	30042	72282
2936	30051	72269
2937	30061	72257
2938	30069	72242
2939	30079	72231
2940	30090	72223
2941	30100	72211
2942	30109	72198
2943	30118	72185
2944	30127	72172
2945	30138	72164
2946	30147	72151
2947	30157	72140
2948	30168	72132
2949	30176	72117
2950	30187	72108
2951	30197	72098
2952	30206	72085
2953	30216	72073
2954	30225	72059
2955	30236	72051
2956	30246	72042
2957	30257	72033
2958	30266	72019
2959	30278	72013
2960	30287	72001
2961	30297	71989
2962	30306	71977
2963	30315	71962
2964	30326	71954
2965	30338	71949
2966	30348	71938
2967	30358	71927
2968	30368	71916
2969	30377	71904
2970	30389	71898
2971	30399	71887
2972	30409	71876
2973	30421	71869
2974	30431	71859
2975	30442	71851
2976	30451	71837
2977	30461	71827
2978	30469	71812
2979	30478	71798
2980	30488	71786
2981	30496	71772
2982	30504	71757
2983	30514	71745
2984	30524	71734
2985	30532	71720
2986	30544	71713
2987	30555	71704
2988	30563	71689
2989	30573	71678
2990	30583	71667
2991	30591	71653
2992	30602	71644
2993	30612	71634
2994	30623	71625
2995	30633	71613
2996	30641	71599
2997	30650	71587
2998	30671	71601
2999	30716	71670
3000	30726	71661
3001	30736	71649
3002	30746	71638
3003	30754	71624
3004	30765	71616
3005	30774	71603
3006	30783	71589
3007	30792	71575
3008	30803	71568
3009	30813	71557
3010	30823	71546
3011	30833	71534
3012	30841	71520
3013	30850	71507
3014	30859	71493
3015	30871	71486
3016	30880	71473
3017	30888	71459
3018	30898	71448
3019	30907	71435
3020	30919	71429
3021	30930	71421
3022	30939	71406
3023	30949	71396
3024	30960	71387
3025	30968	71372
3026	30976	71357
3027	30987	71348
3028	30996	71336
3029	31005	71323
3030	31013	71308
3031	31022	71294
3032	31032	71284
3033	31041	71270
3034	31049	71255
3035	31058	71241
3036	31066	71227
3037	31077	71218
3038	31088	71209
3039	31098	71199
3040	31107	71185
3041	31118	71176
3042	31127	71163
3043	31137	71154
3044	31149	71147
3045	31159	71137
3046	31170	71129
3047	31180	71118
3048	31190	71106
3049	31201	71098
3050	31211	71087
3051	31221	71076
3052	31232	71068
3053	31243	71059
3054	31253	71049
3055	31264	71041
3056	31275	71032
3057	31283	71017
3058	31295	71011
3059	31306	71002
3060	31315	70989
3061	31324	70975
3062	31334	70965
3063	31345	70957
3064	31356	70949
3065	31365	70935
3066	31376	70926
3067	31384	70912
3068	31395	70903
3069	31405	70891
3070	31417	70885
3071	31426	70872
3072	31435	70861
3073	31444	70846
3074	31453	70834
3075	31461	70820
3076	31471	70808
3077	31481	70797
3078	31493	70790
3079	31504	70782
3080	31512	70768
3081	31522	70757
3082	31533	70747
3083	31543	70738
3084	31552	70724
3085	31562	70714
3086	31572	70703
3087	31582	70692
3088	31591	70680
3089	31602	70670
3090	31612	70659
3091	31623	70650
3092	31631	70636
3093	31639	70622
3094	31649	70611
3095	31659	70600
3096	31668	70585
3097	31678	70575
3098	31688	70566
3099	31741	70649
3100	31754	70646
3101	31764	70636
3102	31773	70623
3103	31785	70615
3104	31794	70602
3105	31802	70588
3106	31810	70573
3107	31822	70565
3108	31830	70551
3109	31839	70538
3110	31849	70527
3111	31860	70518
3112	31871	70510
3113	31880	70496
3114	31891	70487
3115	31900	70475
3116	31911	70467
3117	31920	70455
3118	31929	70440
3119	31939	70430
3120	31947	70416
3121	31958	70406
3122	31969	70397
3123	31979	70388
3124	31988	70375
3125	31999	70367
3126	32010	70356
3127	32019	70345
3128	32028	70331
3129	32036	70316
3130	32047	70308
3131	32058	70300
3132	32070	70292
3133	32081	70284
3134	32093	70277
3135	32101	70262
3136	32112	70254
3137	32124	70247
3138	32132	70232
3139	32143	70223
3140	32152	70210
3141	32163	70203
3142	32175	70195
3143	32186	70187
3144	32197	70178
3145	32206	70166
3146	32216	70156
3147	32227	70147
3148	32236	70133
3149	32244	70118
3150	32254	70107
3151	32263	70094
3152	32271	70080
3153	32280	70066
3154	32289	70053
3155	32297	70039
3156	32306	70026
3157	32317	70017
3158	32327	70006
3159	32337	69997
3160	32347	69986
3161	32356	69972
3162	32366	69961
3163	32377	69952
3164	32388	69945
3165	32398	69935
3166	32409	69925
3167	32419	69914
3168	32428	69902
3169	32439	69893
3170	32449	69881
3171	32459	69871
3172	32468	69859
3173	32479	69851
3174	32488	69837
3175	32496	69822
3176	32508	69815
3177	32519	69806
3178	32528	69795
3179	32537	69781
3180	32548	69773
3181	32558	69762
3182	32568	69751
3183	32578	69740
3184	32587	69727
3185	32595	69713
3186	32604	69699
3187	32612	69685
3188	32621	69671
3189	32630	69658
3190	32640	69648
3191	32649	69635
3192	32658	69621
3193	32666	69608
3194	32678	69602
3195	32689	69593
3196	32698	69579
3197	32707	69566
3198	32716	69553
3199	32725	69542
3200	32734	69528
3201	32790	69616
3202	32802	69608
3203	32810	69594
3204	32819	69581
3205	32829	69570
3206	32837	69556
3207	32849	69549
3208	32859	69537
3209	32869	69527
3210	32881	69521
3211	32890	69508
3212	32899	69494
3213	32907	69480
3214	32916	69468
3215	32925	69454
3216	32934	69441
3217	32942	69427
3218	32953	69418
3219	32965	69411
3220	32976	69403
3221	32985	69391
3222	32994	69377
3223	33004	69366
3224	33014	69355
3225	33025	69346
3226	33036	69337
3227	33044	69323
3228	33052	69309
