iter	Poisson
833	-4.826632843
834	-4.826654115
835	-4.826732853
836	-4.826822667
837	-4.826908402
838	-4.826974063
839	-4.827002201
840	-4.827111555
841	-4.827174091
842	-4.82729881
843	-4.827364755
844	-4.827498315
845	-4.827576781
846	-4.82762005
847	-4.827639055
848	-4.827719643
849	-4.827806575
850	-4.827835961
851	-4.827949777
852	-4.827990128
853	-4.828118117
854	-4.828198799
855	-4.828231104
856	-4.82827483
857	-4.828395237
858	-4.828435397
859	-4.828486607
860	-4.828528444
861	-4.828581595
862	-4.828637236
863	-4.828684143
864	-4.828742533
865	-4.828800904
866	-4.828853398
867	-4.828916663
868	-4.829000028
869	-4.829078602
870	-4.829147682
871	-4.829181337
872	-4.829247932
873	-4.829302077
874	-4.829352256
875	-4.829375206
876	-4.829416513
877	-4.829451717
878	-4.829537719
879	-4.829582911
880	-4.829660577
881	-4.82980049
882	-4.829860373
883	-4.829926674
884	-4.830045696
885	-4.830070294
886	-4.830104975
887	-4.830133237
888	-4.830178408
889	-4.8302527
890	-4.830302211
891	-4.8303662
892	-4.830430634
893	-4.830501587
894	-4.830577157
895	-4.83063089
896	-4.83069005
897	-4.830745255
898	-4.830816895
899	-4.830839571
900	-4.830882384
901	-4.830924562
902	-4.830972253
903	-4.83102442
904	-4.831096256
905	-4.831121526
906	-4.831170436
907	-4.831233351
908	-4.831303379
909	-4.831363153
910	-4.83147177
911	-4.831530539
912	-4.831573223
913	-4.831661562
914	-4.831707427
915	-4.831780387
916	-4.831834678
917	-4.831898744
918	-4.831943626
919	-4.832021669
920	-4.832084183
921	-4.832137033
922	-4.832245866
923	-4.832297551
924	-4.832351553
925	-4.832396012
926	-4.832437719
927	-4.832482314
928	-4.832541388
929	-4.83262367
930	-4.832647588
931	-4.832680249
932	-4.832730486
933	-4.832756775
934	-4.832825159
935	-4.8329093
936	-4.832945445
937	-4.832980997
938	-4.83305448
939	-4.833142753
940	-4.833187638
941	-4.83325714
942	-4.833307454
943	-4.833388265
944	-4.833439334
945	-4.833482809
946	-4.833515929
947	-4.833571936
948	-4.833604403
949	-4.833641631
950	-4.833662936
951	-4.833695556
952	-4.833730846
953	-4.833762774
954	-4.833801246
955	-4.833837731
956	-4.833866033
957	-4.833891886
958	-4.833897561
959	-4.833949883
960	-4.833993705
961	-4.834017511
962	-4.8340665
963	-4.834112074
964	-4.834143261
965	-4.834164199
966	-4.834178381
967	-4.834208645
968	-4.834256344
969	-4.834273084
970	-4.834308972
971	-4.834327988
972	-4.8343885
973	-4.834429555
974	-4.834457955
975	-4.834502098
976	-4.834533885
977	-4.834556098
978	-4.834649544
979	-4.834705379
980	-4.834749335
981	-4.834786087
982	-4.834813052
983	-4.834853654
984	-4.834907767
985	-4.834932786
986	-4.834954294
987	-4.834969473
988	-4.835017003
989	-4.835087614
990	-4.835121223
991	-4.835171491
992	-4.835180427
993	-4.835215916
994	-4.835247774
995	-4.835262715
996	-4.835346212
997	-4.835378417
998	-4.835401557
999	-4.835442455
1000	-4.835489885
1001	-4.835532757
1002	-4.835600403
1003	-4.835623594
1004	-4.835654006
1005	-4.835694926
1006	-4.835758107
1007	-4.835801756
1008	-4.835836416
1009	-4.835855439
1010	-4.835887938
1011	-4.835931063
1012	-4.835955511
1013	-4.835991236
1014	-4.836007579
1015	-4.836028812
1016	-4.836049042
1017	-4.836076
1018	-4.836131841
1019	-4.836192085
1020	-4.836240046
1021	-4.836293315
1022	-4.836315358
1023	-4.836328607
1024	-4.836354
1025	-4.836397923
1026	-4.836435748
1027	-4.83645008
1028	-4.836491878
1029	-4.83651398
1030	-4.836566082
1031	-4.836586599
1032	-4.83664135
1033	-4.836703861
1034	-4.836727136
1035	-4.836757876
1036	-4.836775215
1037	-4.836796495
1038	-4.83682502
1039	-4.83685121
1040	-4.836886607
1041	-4.836937926
1042	-4.836977064
1043	-4.837010419
1044	-4.837047523
1045	-4.837069597
1046	-4.837096024
1047	-4.837130603
1048	-4.837162383
1049	-4.837199729
1050	-4.837231073
1051	-4.837255414
1052	-4.837282924
1053	-4.837313019
1054	-4.837320127
1055	-4.837351313
1056	-4.837360826
1057	-4.837399582
1058	-4.837426227
1059	-4.837449719
1060	-4.837461427
1061	-4.837483388
1062	-4.837508822
1063	-4.83752853
1064	-4.837556107
1065	-4.837578969
1066	-4.83761396
1067	-4.837652807
1068	-4.837700201
1069	-4.837763213
1070	-4.837777278
1071	-4.837802359
1072	-4.837825803
1073	-4.837862087
1074	-4.837891263
1075	-4.837910409
1076	-4.837940609
1077	-4.837972013
1078	-4.837991913
1079	-4.838019218
1080	-4.838045211
1081	-4.838070207
1082	-4.83808015
1083	-4.83810957
1084	-4.838126268
1085	-4.838158659
1086	-4.838171477
1087	-4.838195806
1088	-4.838223
1089	-4.838247426
1090	-4.838271289
1091	-4.838300523
1092	-4.838327337
1093	-4.838348727
1094	-4.838369654
1095	-4.838373805
1096	-4.838395555
1097	-4.838433548
1098	-4.838453622
1099	-4.838481143
1100	-4.838512494
1101	-4.838520625
1102	-4.838567778
1103	-4.83858957
1104	-4.838622484
1105	-4.838640242
1106	-4.838664883
1107	-4.838704469
1108	-4.838742349
1109	-4.838767425
1110	-4.838796868
1111	-4.83882105
1112	-4.838853326
1113	-4.838875529
1114	-4.838914594
1115	-4.838935347
1116	-4.83896467
1117	-4.838984438
1118	-4.839002333
1119	-4.83902198
1120	-4.839037664
1121	-4.839083916
1122	-4.839101726
1123	-4.839120354
1124	-4.839150623
1125	-4.83916633
1126	-4.839184559
1127	-4.83919987
1128	-4.839205109
1129	-4.839235158
1130	-4.839248024
1131	-4.839263794
1132	-4.839275541
1133	-4.83928746
1134	-4.839301314
1135	-4.839333059
1136	-4.839356417
1137	-4.839380508
1138	-4.839397983
1139	-4.839445953
1140	-4.839471635
1141	-4.839479742
1142	-4.839503415
1143	-4.839523723
1144	-4.839540555
1145	-4.839558856
1146	-4.839602808
1147	-4.839624862
1148	-4.839639403
1149	-4.83965504
1150	-4.839673212
1151	-4.839685608
1152	-4.839701283
1153	-4.839715693
1154	-4.839746424
1155	-4.839773264
1156	-4.839786465
1157	-4.839814273
1158	-4.839844598
1159	-4.839864841
1160	-4.839883659
1161	-4.839909628
1162	-4.839910297
1163	-4.839920177
1164	-4.839940172
1165	-4.839962915
1166	-4.839981411
1167	-4.839993108
1168	-4.840007112
1169	-4.840041218
1170	-4.840064852
1171	-4.840084309
1172	-4.840094958
1173	-4.840126989
1174	-4.840144425
1175	-4.840162551
1176	-4.840178233
1177	-4.840203274
1178	-4.840247826
1179	-4.840264883
1180	-4.840290684
1181	-4.84031025
1182	-4.840322873
1183	-4.840358644
1184	-4.840368157
1185	-4.840389759
1186	-4.840408339
1187	-4.84043656
1188	-4.840451719
1189	-4.840481133
1190	-4.840501802
1191	-4.840511576
1192	-4.840538034
1193	-4.840553289
1194	-4.840579099
1195	-4.840600286
1196	-4.840612407
1197	-4.840635227
1198	-4.840645247
1199	-4.840670066
1200	-4.840676797
1201	-4.840697719
1202	-4.840716051
1203	-4.840733279
1204	-4.840758132
1205	-4.84076977
1206	-4.840807698
1207	-4.840832874
1208	-4.840862176
1209	-4.840878603
1210	-4.840881848
1211	-4.840895552
1212	-4.840915275
1213	-4.840933611
1214	-4.840954975
1215	-4.840963781
1216	-4.840977245
1217	-4.840999579
1218	-4.841026614
1219	-4.841054811
1220	-4.841066895
1221	-4.841086469
1222	-4.841116475
1223	-4.84114885
1224	-4.841163359
1225	-4.841179583
1226	-4.841198405
1227	-4.841211045
1228	-4.841230952
1229	-4.841241581
1230	-4.841259353
1231	-4.841278159
1232	-4.841295336
1233	-4.841311975
1234	-4.841321294
1235	-4.8413378
1236	-4.841353349
1237	-4.841364138
1238	-4.841392618
1239	-4.841412993
1240	-4.84141658
1241	-4.841416876
1242	-4.841437121
1243	-4.841447726
1244	-4.841458601
1245	-4.84148195
1246	-4.841488292
1247	-4.841512384
1248	-4.84152213
1249	-4.841537641
1250	-4.841545886
1251	-4.841562172
1252	-4.841575391
1253	-4.84158969
1254	-4.841600854
1255	-4.84161358
1256	-4.84162745
1257	-4.841643976
1258	-4.84165918
1259	-4.841662974
1260	-4.841666909
1261	-4.841686672
1262	-4.841699635
1263	-4.841712469
1264	-4.841734947
1265	-4.841759329
1266	-4.841777725
1267	-4.841787893
1268	-4.841814645
1269	-4.841826302
1270	-4.841835371
1271	-4.841843339
1272	-4.841864364
1273	-4.841869781
1274	-4.841880177
1275	-4.841905355
1276	-4.841908288
1277	-4.841932085
1278	-4.841944395
1279	-4.841965796
1280	-4.841978344
1281	-4.841997873
1282	-4.842005695
1283	-4.842016426
1284	-4.842021741
1285	-4.842030931
1286	-4.84204676
1287	-4.842060143
1288	-4.842072857
1289	-4.842081814
1290	-4.842088672
1291	-4.842103443
1292	-4.842120167
1293	-4.842125905
1294	-4.842131147
1295	-4.842143369
1296	-4.84215941
1297	-4.842173126
1298	-4.842177853
1299	-4.842187194
1300	-4.842192272
1301	-4.842206772
1302	-4.84223035
1303	-4.84224624
1304	-4.842254242
1305	-4.842258408
1306	-4.842260256
1307	-4.842271684
1308	-4.842283517
1309	-4.842291659
1310	-4.84230748
1311	-4.842317865
1312	-4.842328336
1313	-4.842335789
1314	-4.842345112
1315	-4.842359473
1316	-4.842365527
1317	-4.842374223
1318	-4.842381894
1319	-4.842405846
1320	-4.842413998
1321	-4.842425898
1322	-4.842439484
1323	-4.84245249
1324	-4.842467398
1325	-4.842474244
1326	-4.842480252
1327	-4.842493423
1328	-4.842505612
1329	-4.842520986
1330	-4.842531076
1331	-4.842545076
1332	-4.842551955
1333	-4.84255992
1334	-4.842571737
1335	-4.842584831
1336	-4.842589263
1337	-4.842595562
1338	-4.842604669
1339	-4.842609301
1340	-4.842617745
1341	-4.842635498
1342	-4.842644179
1343	-4.8426581
1344	-4.842669655
1345	-4.842679729
1346	-4.842690713
1347	-4.842704473
1348	-4.842716244
1349	-4.842724641
1350	-4.842736126
1351	-4.842749045
1352	-4.842763731
1353	-4.842772215
1354	-4.842790039
1355	-4.842797469
1356	-4.842805533
1357	-4.842820739
1358	-4.842824663
1359	-4.842834552
1360	-4.842844387
1361	-4.842854193
1362	-4.842860557
1363	-4.84287334
1364	-4.842879463
1365	-4.842896433
1366	-4.842909927
1367	-4.84292092
1368	-4.842934141
1369	-4.842941216
1370	-4.842951177
1371	-4.842964433
1372	-4.842973082
1373	-4.842982689
1374	-4.842990705
1375	-4.842995033
1376	-4.84300671
1377	-4.843013309
1378	-4.843021821
1379	-4.843028674
1380	-4.843044071
1381	-4.843048807
1382	-4.84305679
1383	-4.843061697
1384	-4.843067943
1385	-4.843082114
1386	-4.843086124
1387	-4.843094048
1388	-4.843103671
1389	-4.843111213
1390	-4.843123462
1391	-4.843127266
1392	-4.843139368
1393	-4.84315431
1394	-4.84316254
1395	-4.84317409
1396	-4.84317849
1397	-4.843183741
1398	-4.843189148
1399	-4.843199248
1400	-4.843210311
1401	-4.843222378
1402	-4.843229919
1403	-4.843238953
1404	-4.84325633
1405	-4.843259389
1406	-4.843272336
1407	-4.843284053
1408	-4.843295442
1409	-4.843310946
1410	-4.843315098
1411	-4.843325785
1412	-4.843343257
1413	-4.843360798
1414	-4.843371599
1415	-4.843381659
1416	-4.843386131
1417	-4.843393363
1418	-4.843403978
1419	-4.843407091
1420	-4.843416964
1421	-4.843422455
1422	-4.843434884
1423	-4.843441513
1424	-4.843451283
1425	-4.843461611
1426	-4.84346859
1427	-4.843476985
1428	-4.843497987
1429	-4.843504981
1430	-4.843511229
1431	-4.843520031
1432	-4.843530289
1433	-4.843535616
1434	-4.843546027
1435	-4.843548793
1436	-4.843558889
1437	-4.843566743
1438	-4.843578361
1439	-4.843581151
1440	-4.843583829
1441	-4.843589828
1442	-4.843598923
1443	-4.843606691
1444	-4.843615204
1445	-4.843622812
1446	-4.84363377
1447	-4.84364573
1448	-4.843653604
1449	-4.843662739
1450	-4.843669404
1451	-4.843680449
1452	-4.843698388
1453	-4.843703712
1454	-4.843708684
1455	-4.843720191
1456	-4.843726172
1457	-4.843732648
1458	-4.843736262
1459	-4.843743806
1460	-4.843751331
1461	-4.843753781
1462	-4.843760022
1463	-4.843770355
1464	-4.843779529
1465	-4.843786753
1466	-4.843794253
1467	-4.843794561
1468	-4.8437995
1469	-4.843806258
1470	-4.843808639
1471	-4.843812083
1472	-4.843816117
1473	-4.843819053
1474	-4.843828381
1475	-4.843834377
1476	-4.843838729
1477	-4.843840262
1478	-4.843846058
1479	-4.843851469
1480	-4.843855413
1481	-4.843862404
1482	-4.84386659
1483	-4.843875548
1484	-4.843879929
1485	-4.843885706
1486	-4.843889935
1487	-4.843901077
1488	-4.84390872
1489	-4.843915807
1490	-4.843915532
1491	-4.843927311
1492	-4.84393932
1493	-4.843953995
1494	-4.843959205
1495	-4.843963847
1496	-4.843968684
1497	-4.843972251
