,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time
1009,h5,18037.34648837963,711,151.625,"[18037.329456203704, 18037.329456828706, 18037.329458182874, 18037.329457962966, 18037.329458414355, 18037.329459108798]",3,2,18037.329457962966
1009,h6,18037.357594016205,711,151.625,"[18037.329456203704, 18037.329456828706, 18037.329458182874, 18037.329457962966, 18037.329458414355, 18037.329459108798]",3,2,18037.329457962966
1010,h5,18037.346493506946,712,152.5,"[18037.329465023147, 18037.329464768518, 18037.329465219904, 18037.329464988423, 18037.32946548611, 18037.32946600694]",3,2,18037.329464988423
1010,h6,18037.3576078125,712,152.5,"[18037.329465023147, 18037.329464768518, 18037.329465219904, 18037.329464988423, 18037.32946548611, 18037.32946600694]",3,2,18037.329464988423
1011,h5,18037.34649854167,713,160.375,"[18037.33115574074, 18037.331156377313, 18037.33115773148, 18037.331157395834, 18037.331157847224, 18037.331158356483]",3,2,18037.331157395834
1011,h6,18037.35761903935,713,160.375,"[18037.33115574074, 18037.331156377313, 18037.33115773148, 18037.331157395834, 18037.331157847224, 18037.331158356483]",3,2,18037.331157395834
1012,h5,18037.346505046295,714,163.0,"[18037.331614930554, 18037.33161460648, 18037.33161662037, 18037.331616249998, 18037.331616701387, 18037.331617175925]",3,2,18037.331616249998
1012,h6,18037.357631122686,714,163.0,"[18037.331614930554, 18037.33161460648, 18037.33161662037, 18037.331616249998, 18037.331616701387, 18037.331617175925]",3,2,18037.331616249998
1013,h5,18037.346511747684,715,163.0,"[18037.331623761576, 18037.331622743055, 18037.33162494213, 18037.33162457176, 18037.331625034723, 18037.33162550926]",3,2,18037.33162457176
1013,h6,18037.357635636574,715,163.0,"[18037.331623761576, 18037.331622743055, 18037.33162494213, 18037.33162457176, 18037.331625034723, 18037.33162550926]",3,2,18037.33162457176
1014,h5,18037.34652091435,716,163.0,"[18037.331720405095, 18037.331722037037, 18037.33172258102, 18037.33172221065, 18037.33172266204, 18037.331723171297]",3,2,18037.33172221065
1014,h6,18037.357641967592,716,163.0,"[18037.331720405095, 18037.331722037037, 18037.33172258102, 18037.33172221065, 18037.33172266204, 18037.331723171297]",3,2,18037.33172221065
1015,h5,18037.34656351852,717,163.875,"[18037.331731041668, 18037.331731041668, 18037.331731215276, 18037.33173083333, 18037.33173130787, 18037.33173181713]",3,2,18037.33173083333
1015,h6,18037.357650300924,717,163.875,"[18037.331731041668, 18037.331731041668, 18037.331731215276, 18037.33173083333, 18037.33173130787, 18037.33173181713]",3,2,18037.33173083333
1016,h5,18037.34657017361,718,164.75,"[18037.331991261573, 18037.331991886575, 18037.331992766205, 18037.331992372685, 18037.331992824074, 18037.33199334491]",3,2,18037.331992372685
1016,h6,18037.357658796296,718,164.75,"[18037.331991261573, 18037.331991886575, 18037.331992766205, 18037.331992372685, 18037.331992824074, 18037.33199334491]",3,2,18037.331992372685
1017,h5,18037.346573333332,719,166.5,"[18037.332440636572, 18037.332440636572, 18037.332441053237, 18037.332440636572, 18037.33244108796, 18037.33244157407]",3,2,18037.332440636572
1017,h6,18037.357665983796,719,166.5,"[18037.332440636572, 18037.332440636572, 18037.332441053237, 18037.332440636572, 18037.33244108796, 18037.33244157407]",3,2,18037.332440636572
1018,h5,18037.346579872687,720,177.0,"[18037.33414627315, 18037.334146435187, 18037.334147511578, 18037.334147060188, 18037.33414743056, 18037.334147905094]",3,4,18037.334147060188
1018,h6,18037.357672534723,720,177.0,"[18037.33414627315, 18037.334146435187, 18037.334147511578, 18037.334147060188, 18037.33414743056, 18037.334147905094]",3,4,18037.334147060188
1019,h5,18037.346733738425,721,178.75,"[18037.334246168983, 18037.334246168983, 18037.334246608796, 18037.334246168983, 18037.334246516206, 18037.334247002316]",3,4,18037.334246168983
1019,h6,18037.357677384258,721,178.75,"[18037.334246168983, 18037.334246168983, 18037.334246608796, 18037.334246168983, 18037.334246516206, 18037.334247002316]",3,4,18037.334246168983
1020,h5,18037.346746145835,722,178.75,"[18037.334284432873, 18037.334283877317, 18037.334284884262, 18037.334284432873, 18037.334284780096, 18037.334285266206]",3,4,18037.334284432873
1020,h6,18037.357682094906,722,178.75,"[18037.334284432873, 18037.334283877317, 18037.334284884262, 18037.334284432873, 18037.334284780096, 18037.334285266206]",3,4,18037.334284432873
1021,h5,18037.346752708334,723,177.875,"[18037.334289189814, 18037.33428980324, 18037.334290879626, 18037.33429042824, 18037.334290787036, 18037.33429126157]",3,4,18037.33429042824
1021,h6,18037.357686944444,723,177.875,"[18037.334289189814, 18037.33428980324, 18037.334290879626, 18037.33429042824, 18037.334290787036, 18037.33429126157]",3,4,18037.33429042824
1022,h5,18037.346762083333,724,178.75,"[18037.334295717592, 18037.33429570602, 18037.334296157405, 18037.334295717592, 18037.334296064815, 18037.33429653935]",3,4,18037.334295717592
1022,h6,18037.357696944444,724,178.75,"[18037.334295717592, 18037.33429570602, 18037.334296157405, 18037.334295717592, 18037.334296064815, 18037.33429653935]",3,4,18037.334295717592
1023,h5,18037.346769305557,725,178.75,"[18037.33434931713, 18037.334349305558, 18037.334349756948, 18037.334349305558, 18037.334349652778, 18037.33435013889]",3,4,18037.334349305558
1023,h6,18037.357703402777,725,178.75,"[18037.33434931713, 18037.334349305558, 18037.334349756948, 18037.334349305558, 18037.334349652778, 18037.33435013889]",3,4,18037.334349305558
1024,h5,18037.34680159722,726,178.75,"[18037.334354872684, 18037.334354791667, 18037.33435619213, 18037.334355740742, 18037.334356087962, 18037.334356574072]",3,4,18037.334355740742
1024,h6,18037.357710659722,726,178.75,"[18037.334354872684, 18037.334354791667, 18037.33435619213, 18037.334355740742, 18037.334356087962, 18037.334356574072]",3,4,18037.334355740742
1025,h5,18037.346809675924,727,178.75,"[18037.334361712965, 18037.33436099537, 18037.334363125, 18037.334362685186, 18037.33436303241, 18037.334363506943]",3,4,18037.334362685186
1025,h6,18037.357718935185,727,178.75,"[18037.334361712965, 18037.33436099537, 18037.334363125, 18037.334362685186, 18037.33436303241, 18037.334363506943]",3,4,18037.334362685186
1026,h5,18037.34681689815,728,159.5,"[18037.33436534722, 18037.334365046296, 18037.334365810184, 18037.33436534722, 18037.33436569444, 18037.334365648145]",3,5,18037.33436534722
1026,h6,18037.35772488426,728,159.5,"[18037.33436534722, 18037.334365046296, 18037.334365810184, 18037.33436534722, 18037.33436569444, 18037.334365648145]",3,5,18037.33436534722
1027,h5,18037.34682476852,729,215.5,"[18037.33437165509, 18037.33437165509, 18037.33437212963, 18037.33437165509, 18037.334372002315, 18037.334371585646]",5,3,18037.334371585646
1027,h6,18037.35772954861,729,215.5,"[18037.33437165509, 18037.33437165509, 18037.33437212963, 18037.33437165509, 18037.334372002315, 18037.334371585646]",5,3,18037.334371585646
1028,h5,18037.346831412036,730,311.75,"[18037.334374189813, 18037.33437409722, 18037.33437466435, 18037.334374189813, 18037.334374560185, 18037.334373483794]",5,3,18037.334373483794
1028,h6,18037.35773400463,730,311.75,"[18037.334374189813, 18037.33437409722, 18037.33437466435, 18037.334374189813, 18037.334374560185, 18037.334373483794]",5,3,18037.334373483794
1029,h5,18037.346837175926,731,181.375,"[18037.334928564815, 18037.33492767361, 18037.334928993056, 18037.334928541666, 18037.334928854165, 18037.334929328703]",3,4,18037.334928541666
1029,h6,18037.357743229168,731,181.375,"[18037.334928564815, 18037.33492767361, 18037.334928993056, 18037.334928541666, 18037.334928854165, 18037.334929328703]",3,4,18037.334928541666
1030,h5,18037.34684289352,732,181.375,"[18037.334937048614, 18037.334937048614, 18037.334937511576, 18037.334937037038, 18037.33493734954, 18037.33493783565]",3,4,18037.334937037038
1030,h6,18037.357750381943,732,181.375,"[18037.334937048614, 18037.334937048614, 18037.334937511576, 18037.334937037038, 18037.33493734954, 18037.33493783565]",3,4,18037.334937037038
1031,h5,18037.346854409723,733,183.125,"[18037.33494436343, 18037.33494482639, 18037.334946365743, 18037.334945914354, 18037.334946203704, 18037.33494670139]",3,4,18037.334945914354
1031,h6,18037.357758969905,733,183.125,"[18037.33494436343, 18037.33494482639, 18037.334946365743, 18037.334945914354, 18037.334946203704, 18037.33494670139]",3,4,18037.334945914354
1032,h5,18037.346860127316,734,182.25,"[18037.33495954861, 18037.33495954861, 18037.334960011573, 18037.33495954861, 18037.334959849537, 18037.334960335647]",3,4,18037.33495954861
1032,h6,18037.357762199073,734,182.25,"[18037.33495954861, 18037.33495954861, 18037.334960011573, 18037.33495954861, 18037.334959849537, 18037.334960335647]",3,4,18037.33495954861
1033,h5,18037.34686454861,735,182.25,"[18037.33496650463, 18037.334966168983, 18037.334967754632, 18037.334967303243, 18037.33496760417, 18037.334968125]",3,4,18037.334967303243
1033,h6,18037.3577678125,735,182.25,"[18037.33496650463, 18037.334966168983, 18037.334967754632, 18037.334967303243, 18037.33496760417, 18037.334968125]",3,4,18037.334967303243
1034,h5,18037.346869039353,736,182.25,"[18037.33497377315, 18037.33497377315, 18037.334974224537, 18037.334973784724, 18037.33497408565, 18037.334974560188]",3,4,18037.334973784724
1034,h6,18037.357778182868,736,182.25,"[18037.33497377315, 18037.33497377315, 18037.334974224537, 18037.334973784724, 18037.33497408565, 18037.334974560188]",3,4,18037.334973784724
1035,h5,18037.346879942128,737,271.5,"[18037.334983113426, 18037.334983124998, 18037.33498356481, 18037.334983124998, 18037.334983425924, 18037.334982685185]",5,3,18037.334982685185
1035,h6,18037.35778574074,737,271.5,"[18037.334983113426, 18037.334983124998, 18037.33498356481, 18037.334983124998, 18037.334983425924, 18037.334982685185]",5,3,18037.334982685185
1036,h5,18037.346884849536,738,182.25,"[18037.334990150463, 18037.334990381943, 18037.334991631942, 18037.33499116898, 18037.334991469907, 18037.334991979165]",3,4,18037.33499116898
1036,h6,18037.357789108795,738,182.25,"[18037.334990150463, 18037.334990381943, 18037.334991631942, 18037.33499116898, 18037.334991469907, 18037.334991979165]",3,4,18037.33499116898
1037,h5,18037.34689037037,739,182.25,"[18037.334998368056, 18037.334998368056, 18037.334998819442, 18037.334998368056, 18037.33499866898, 18037.334999155093]",3,4,18037.334998368056
1037,h6,18037.35779409722,739,182.25,"[18037.334998368056, 18037.334998368056, 18037.334998819442, 18037.334998368056, 18037.33499866898, 18037.334999155093]",3,4,18037.334998368056
1038,h5,18037.347432372684,740,182.25,"[18037.335003275464, 18037.335002060187, 18037.335003726854, 18037.335003275464, 18037.33500357639, 18037.335004166667]",3,4,18037.335003275464
1038,h6,18037.357798541667,740,182.25,"[18037.335003275464, 18037.335002060187, 18037.335003726854, 18037.335003275464, 18037.33500357639, 18037.335004166667]",3,4,18037.335003275464
1039,h5,18037.34745077546,741,182.25,"[18037.335007905094, 18037.335007905094, 18037.335008356484, 18037.335007905094, 18037.33500820602, 18037.33500869213]",3,4,18037.335007905094
1039,h6,18037.35780400463,741,182.25,"[18037.335007905094, 18037.335007905094, 18037.335008356484, 18037.335007905094, 18037.33500820602, 18037.33500869213]",3,4,18037.335007905094
1040,h5,18037.34745704861,742,180.5,"[18037.335012708336, 18037.33501175926, 18037.33501318287, 18037.33501271991, 18037.335013043983, 18037.335013530093]",3,4,18037.33501271991
1040,h6,18037.357807546297,742,180.5,"[18037.335012708336, 18037.33501175926, 18037.33501318287, 18037.33501271991, 18037.335013043983, 18037.335013530093]",3,4,18037.33501271991
1041,h5,18037.34746244213,743,182.25,"[18037.335018229165, 18037.33501739583, 18037.335018680555, 18037.335018229165, 18037.33501853009, 18037.335019016202]",3,4,18037.335018229165
1041,h6,18037.357813738425,743,182.25,"[18037.335018229165, 18037.33501739583, 18037.335018680555, 18037.335018229165, 18037.33501853009, 18037.335019016202]",3,4,18037.335018229165
1042,h5,18037.34748047454,744,182.25,"[18037.33502978009, 18037.335028958332, 18037.33503024305, 18037.33502978009, 18037.335030081016, 18037.335030555554]",3,4,18037.33502978009
1042,h6,18037.357823645834,744,182.25,"[18037.33502978009, 18037.335028958332, 18037.33503024305, 18037.33502978009, 18037.335030081016, 18037.335030555554]",3,4,18037.33502978009
1043,h5,18037.34749230324,745,182.25,"[18037.335033715277, 18037.335032604165, 18037.33503489583, 18037.33503443287, 18037.335034733795, 18037.335035219905]",3,4,18037.33503443287
1043,h6,18037.357829282406,745,182.25,"[18037.335033715277, 18037.335032604165, 18037.33503489583, 18037.33503443287, 18037.335034733795, 18037.335035219905]",3,4,18037.33503443287
1044,h5,18037.347498425926,746,183.125,"[18037.335039502315, 18037.335038333335, 18037.335040173613, 18037.335039733796, 18037.33504002315, 18037.335040497685]",3,4,18037.335039733796
1044,h6,18037.357835613424,746,183.125,"[18037.335039502315, 18037.335038333335, 18037.335040173613, 18037.335039733796, 18037.33504002315, 18037.335040497685]",3,4,18037.335039733796
1045,h5,18037.34750363426,747,182.25,"[18037.335047858796, 18037.335047858796, 18037.335048310186, 18037.335047858796, 18037.335048159723, 18037.335048645833]",3,4,18037.335047858796
1045,h6,18037.357838877313,747,182.25,"[18037.335047858796, 18037.335047858796, 18037.335048310186, 18037.335047858796, 18037.335048159723, 18037.335048645833]",3,4,18037.335047858796
1046,h5,18037.347527511574,748,181.375,"[18037.335063703704, 18037.33506378472, 18037.335064861112, 18037.33506439815, 18037.33506471065, 18037.335065185187]",3,4,18037.33506439815
1046,h6,18037.3578449537,748,181.375,"[18037.335063703704, 18037.33506378472, 18037.335064861112, 18037.33506439815, 18037.33506471065, 18037.335065185187]",3,4,18037.33506439815
1047,h5,18037.34754741898,749,183.125,"[18037.335071782407, 18037.335071365742, 18037.335073402777, 18037.335072939815, 18037.335073229166, 18037.33507371528]",3,4,18037.335072939815
1047,h6,18037.35785238426,749,183.125,"[18037.335071782407, 18037.335071365742, 18037.335073402777, 18037.335072939815, 18037.335073229166, 18037.33507371528]",3,4,18037.335072939815
1048,h5,18037.347567835648,750,182.25,"[18037.335085162038, 18037.335085162038, 18037.335085613428, 18037.335085162038, 18037.335085462964, 18037.335085937502]",3,4,18037.335085162038
1048,h6,18037.357862650464,750,182.25,"[18037.335085162038, 18037.335085162038, 18037.335085613428, 18037.335085162038, 18037.335085462964, 18037.335085937502]",3,4,18037.335085162038
1049,h5,18037.347577118057,751,183.125,"[18037.33509226852, 18037.33509303241, 18037.335094513888, 18037.335093993057, 18037.335094282407, 18037.33509488426]",3,4,18037.335093993057
1049,h6,18037.357867766204,751,183.125,"[18037.33509226852, 18037.33509303241, 18037.335094513888, 18037.335093993057, 18037.335094282407, 18037.33509488426]",3,4,18037.335093993057
1050,h5,18037.34758261574,752,183.125,"[18037.335120277778, 18037.335120277778, 18037.335120729167, 18037.335120277778, 18037.335120567128, 18037.335121053242]",3,4,18037.335120277778
1050,h6,18037.357872002314,752,183.125,"[18037.335120277778, 18037.335120277778, 18037.335120729167, 18037.335120277778, 18037.335120567128, 18037.335121053242]",3,4,18037.335120277778
1051,h5,18037.347587314816,753,184.0,"[18037.335295520832, 18037.33529480324, 18037.335296886573, 18037.33529642361, 18037.33529670139, 18037.3352971875]",3,4,18037.33529642361
1051,h6,18037.357876979167,753,184.0,"[18037.335295520832, 18037.33529480324, 18037.335296886573, 18037.33529642361, 18037.33529670139, 18037.3352971875]",3,4,18037.33529642361
1052,h5,18037.34759306713,754,181.375,"[18037.33530891204, 18037.335308993057, 18037.335310092592, 18037.33530962963, 18037.33530994213, 18037.335310428243]",3,4,18037.33530962963
1052,h6,18037.35788208333,754,181.375,"[18037.33530891204, 18037.335308993057, 18037.335310092592, 18037.33530962963, 18037.33530994213, 18037.335310428243]",3,4,18037.33530962963
1053,h5,18037.34760113426,755,184.0,"[18037.33532488426, 18037.33532488426, 18037.33532533565, 18037.33532488426, 18037.33532516204, 18037.335325625]",3,4,18037.33532488426
1053,h6,18037.357886898146,755,184.0,"[18037.33532488426, 18037.33532488426, 18037.33532533565, 18037.33532488426, 18037.33532516204, 18037.335325625]",3,4,18037.33532488426
