,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time,first_arrival,second_arrival,dt
1787,1787,346.75,"[18037.35322513889, 18037.35322466435, 18037.353226678242, 18037.353225949075, 18037.353225497685, 18037.353225474537]",5,4,18037.353225474537,2019-05-21 08:28:38.681000+00:00,2019-05-21 08:28:38.683000+00:00,-0.002
1788,1788,346.75,"[18037.353230648147, 18037.353228981483, 18037.35323181713, 18037.353231087964, 18037.353230636574, 18037.353230613426]",5,4,18037.353230613426,2019-05-21 08:28:39.125000+00:00,2019-05-21 08:28:39.127000+00:00,-0.002
1789,1789,346.75,"[18037.353234363425, 18037.353234131944, 18037.353236655093, 18037.353236087965, 18037.353235636576, 18037.353235613427]",5,4,18037.353235613427,2019-05-21 08:28:39.557000+00:00,2019-05-21 08:28:39.559000+00:00,-0.002
1790,1790,346.75,"[18037.35323880787, 18037.35323840278, 18037.35324119213, 18037.35324048611, 18037.353240011576, 18037.353239988428]",5,4,18037.353239988428,2019-05-21 08:28:39.935000+00:00,2019-05-21 08:28:39.937000+00:00,-0.002
1791,1791,346.75,"[18037.35324958333, 18037.35324958333, 18037.353250787037, 18037.35325005787, 18037.35324960648, 18037.35324958333]",5,4,18037.35324958333,2019-05-21 08:28:40.764000+00:00,2019-05-21 08:28:40.766000+00:00,-0.002
1792,1792,346.75,"[18037.353254988426, 18037.353255243055, 18037.353258020834, 18037.353257291667, 18037.353256840277, 18037.35325681713]",5,4,18037.35325681713,2019-05-21 08:28:41.389000+00:00,2019-05-21 08:28:41.391000+00:00,-0.002
1793,1793,346.75,"[18037.35339730324, 18037.35339855324, 18037.35339974537, 18037.353399027776, 18037.35339855324, 18037.353398530093]",5,4,18037.353398530093,2019-05-21 08:28:53.633000+00:00,2019-05-21 08:28:53.635000+00:00,-0.002
1794,1794,346.75,"[18037.35340457176, 18037.35340457176, 18037.35340576389, 18037.353405046295, 18037.35340457176, 18037.353404548612]",5,4,18037.353404548612,2019-05-21 08:28:54.153000+00:00,2019-05-21 08:28:54.155000+00:00,-0.002
1795,1795,346.75,"[18037.35343425926, 18037.35343428241, 18037.353435208333, 18037.353434756944, 18037.35343428241, 18037.35343425926]",5,4,18037.35343425926,2019-05-21 08:28:56.720000+00:00,2019-05-21 08:28:56.722000+00:00,-0.002
1796,1796,347.625,"[18037.353446481484, 18037.353446481484, 18037.353447673613, 18037.353446944446, 18037.353446493056, 18037.353446458335]",5,4,18037.353446458335,2019-05-21 08:28:57.774000+00:00,2019-05-21 08:28:57.777000+00:00,-0.003
1797,1797,347.625,"[18037.35345260417, 18037.353452060186, 18037.35345355324, 18037.35345309028, 18037.35345263889, 18037.35345260417]",5,4,18037.35345260417,2019-05-21 08:28:58.305000+00:00,2019-05-21 08:28:58.308000+00:00,-0.003
1798,1798,347.625,"[18037.35345570602, 18037.3534559375, 18037.353457615744, 18037.353456875, 18037.353456423614, 18037.35345638889]",5,4,18037.35345638889,2019-05-21 08:28:58.632000+00:00,2019-05-21 08:28:58.635000+00:00,-0.003
1799,1799,347.625,"[18037.353459895836, 18037.35345986111, 18037.353461087965, 18037.353460358798, 18037.35345990741, 18037.353459872687]",5,4,18037.353459872687,2019-05-21 08:28:58.933000+00:00,2019-05-21 08:28:58.936000+00:00,-0.003
1800,1800,347.625,"[18037.353463229167, 18037.353463229167, 18037.35346445602, 18037.353463715277, 18037.35346326389, 18037.353463229167]",5,4,18037.353463229167,2019-05-21 08:28:59.223000+00:00,2019-05-21 08:28:59.226000+00:00,-0.003
1801,1801,347.625,"[18037.35346689815, 18037.35346689815, 18037.353468125, 18037.35346738426, 18037.35346693287, 18037.35346689815]",5,4,18037.35346689815,2019-05-21 08:28:59.540000+00:00,2019-05-21 08:28:59.543000+00:00,-0.003
1802,1802,347.625,"[18037.353473229166, 18037.353473229166, 18037.353474421296, 18037.353473680556, 18037.353473229166, 18037.353473194446]",5,4,18037.353473194446,2019-05-21 08:29:00.084000+00:00,2019-05-21 08:29:00.087000+00:00,-0.003
1803,1803,348.5,"[18037.35349296296, 18037.35349131944, 18037.353494421295, 18037.353493692128, 18037.35349324074, 18037.35349319444]",5,4,18037.35349319444,2019-05-21 08:29:01.812000+00:00,2019-05-21 08:29:01.816000+00:00,-0.004
1804,1804,347.625,"[18037.353498564815, 18037.35349935185, 18037.35350130787, 18037.353500590278, 18037.35350011574, 18037.35350008102]",5,4,18037.35350008102,2019-05-21 08:29:02.407000+00:00,2019-05-21 08:29:02.410000+00:00,-0.003
1805,1805,348.5,"[18037.353507175925, 18037.353506574073, 18037.353508356482, 18037.353507627315, 18037.353507175925, 18037.35350712963]",5,4,18037.35350712963,2019-05-21 08:29:03.016000+00:00,2019-05-21 08:29:03.020000+00:00,-0.004
1806,1806,347.625,"[18037.353512662037, 18037.353512754627, 18037.353515324074, 18037.35351458333, 18037.353514131944, 18037.35351409722]",5,4,18037.35351409722,2019-05-21 08:29:03.618000+00:00,2019-05-21 08:29:03.621000+00:00,-0.003
1807,1807,347.625,"[18037.35352003472, 18037.35352003472, 18037.35352122685, 18037.35352048611, 18037.35352003472, 18037.35352]",5,4,18037.35352,2019-05-21 08:29:04.128000+00:00,2019-05-21 08:29:04.131000+00:00,-0.003
1808,1808,348.5,"[18037.35352559028, 18037.353525543982, 18037.35352652778, 18037.35352604167, 18037.35352559028, 18037.353525543982]",5,4,18037.353525543982,2019-05-21 08:29:04.607000+00:00,2019-05-21 08:29:04.611000+00:00,-0.004
1809,1809,347.625,"[18037.353530659722, 18037.353530659722, 18037.353531886576, 18037.35353115741, 18037.353530694447, 18037.353530659722]",5,4,18037.353530659722,2019-05-21 08:29:05.049000+00:00,2019-05-21 08:29:05.052000+00:00,-0.003
1810,1810,348.5,"[18037.353536180555, 18037.353536180555, 18037.353537141204, 18037.35353667824, 18037.353536226852, 18037.353536180555]",5,4,18037.353536180555,2019-05-21 08:29:05.526000+00:00,2019-05-21 08:29:05.530000+00:00,-0.004
1811,1811,-99.5,"[18037.35353949074, 18037.353539479165, 18037.353538136573, 18037.35354, 18037.353539525462, 18037.353539479165]",2,5,18037.353538136573,2019-05-21 08:29:05.695000+00:00,2019-05-21 08:29:05.811000+00:00,-0.116
1812,1812,348.5,"[18037.353541828707, 18037.35354184028, 18037.35354303241, 18037.35354229167, 18037.35354184028, 18037.353541793982]",5,4,18037.353541793982,2019-05-21 08:29:06.011000+00:00,2019-05-21 08:29:06.015000+00:00,-0.004
1813,1813,210.25,"[18037.35354355324, 18037.353544247686, 18037.353543611112, 18037.353543541667, 18037.353545520833, 18037.35354363426]",3,2,18037.353543541667,2019-05-21 08:29:06.162000+00:00,2019-05-21 08:29:06.168000+00:00,-0.006
1814,1814,348.5,"[18037.353548159725, 18037.353548159725, 18037.353549351854, 18037.35354863426, 18037.353548171297, 18037.353548125]",5,4,18037.353548125,2019-05-21 08:29:06.558000+00:00,2019-05-21 08:29:06.562000+00:00,-0.004
1815,1815,348.5,"[18037.35355201389, 18037.353553020832, 18037.353554027777, 18037.353553310186, 18037.353552835648, 18037.35355278935]",5,4,18037.35355278935,2019-05-21 08:29:06.961000+00:00,2019-05-21 08:29:06.965000+00:00,-0.004
1816,1816,347.625,"[18037.35355952546, 18037.353559537034, 18037.353560474534, 18037.353559999996, 18037.35355952546, 18037.353559490737]",5,4,18037.353559490737,2019-05-21 08:29:07.540000+00:00,2019-05-21 08:29:07.543000+00:00,-0.003
1817,1817,348.5,"[18037.353567627317, 18037.353567627317, 18037.353568865743, 18037.353568125003, 18037.353567673614, 18037.353567627317]",5,4,18037.353567627317,2019-05-21 08:29:08.243000+00:00,2019-05-21 08:29:08.247000+00:00,-0.004
1818,1818,348.5,"[18037.353574884262, 18037.353574699075, 18037.35357774306, 18037.35357701389, 18037.353576562502, 18037.353576516205]",5,4,18037.353576516205,2019-05-21 08:29:09.011000+00:00,2019-05-21 08:29:09.015000+00:00,-0.004
1819,1819,348.5,"[18037.353622997685, 18037.353622719907, 18037.353625046297, 18037.35362431713, 18037.353623854167, 18037.35362380787]",5,4,18037.35362380787,2019-05-21 08:29:13.097000+00:00,2019-05-21 08:29:13.101000+00:00,-0.004
1820,1820,351.125,"[18037.353642314814, 18037.353641886573, 18037.353644351853, 18037.35364369213, 18037.35364318287, 18037.35364310185]",5,4,18037.35364310185,2019-05-21 08:29:14.764000+00:00,2019-05-21 08:29:14.771000+00:00,-0.007
1821,1821,348.5,"[18037.35364775463, 18037.35364849537, 18037.353649733795, 18037.353648993056, 18037.353648541666, 18037.35364849537]",5,4,18037.35364849537,2019-05-21 08:29:15.230000+00:00,2019-05-21 08:29:15.234000+00:00,-0.004
1822,1822,349.375,"[18037.353665497685, 18037.353665497685, 18037.353666469906, 18037.353666006944, 18037.353665555554, 18037.353665497685]",5,4,18037.353665497685,2019-05-21 08:29:16.699000+00:00,2019-05-21 08:29:16.704000+00:00,-0.005
1823,1823,349.375,"[18037.353669201388, 18037.353669525462, 18037.35367076389, 18037.35367003472, 18037.35366958333, 18037.353669525462]",5,4,18037.353669525462,2019-05-21 08:29:17.047000+00:00,2019-05-21 08:29:17.052000+00:00,-0.005
1824,1824,348.5,"[18037.353675752314, 18037.3536753125, 18037.35367699074, 18037.35367625, 18037.35367579861, 18037.353675752314]",5,4,18037.353675752314,2019-05-21 08:29:17.585000+00:00,2019-05-21 08:29:17.589000+00:00,-0.004
1825,1825,348.5,"[18037.35368482639, 18037.35368482639, 18037.35368578704, 18037.353685324077, 18037.353684872687, 18037.35368482639]",5,4,18037.35368482639,2019-05-21 08:29:18.369000+00:00,2019-05-21 08:29:18.373000+00:00,-0.004
1826,1826,-78.5,"[18037.35368689815, 18037.353686574075, 18037.353686770835, 18037.35368854167, 18037.35368806713, 18037.353688020834]",2,5,18037.353686770835,2019-05-21 08:29:18.537000+00:00,2019-05-21 08:29:18.645000+00:00,-0.108
1827,1827,348.5,"[18037.353694016205, 18037.35369386574, 18037.353695127316, 18037.353694675927, 18037.353694201392, 18037.353694155096]",5,4,18037.353694155096,2019-05-21 08:29:19.175000+00:00,2019-05-21 08:29:19.179000+00:00,-0.004
1828,1828,349.375,"[18037.353699398147, 18037.353700763888, 18037.353701967593, 18037.353701238426, 18037.353700787036, 18037.353700729167]",5,4,18037.353700729167,2019-05-21 08:29:19.743000+00:00,2019-05-21 08:29:19.748000+00:00,-0.005
1829,1829,349.375,"[18037.35370740741, 18037.35370707176, 18037.353709282408, 18037.353708796298, 18037.35370834491, 18037.35370828704]",5,4,18037.35370828704,2019-05-21 08:29:20.396000+00:00,2019-05-21 08:29:20.401000+00:00,-0.005
1830,1830,348.5,"[18037.353714039353, 18037.35371337963, 18037.35371576389, 18037.353715046298, 18037.35371457176, 18037.353714525463]",5,4,18037.353714525463,2019-05-21 08:29:20.935000+00:00,2019-05-21 08:29:20.939000+00:00,-0.004
1831,1831,349.375,"[18037.3537237037, 18037.353724282406, 18037.35372621528, 18037.35372548611, 18037.35372503472, 18037.353724976852]",5,4,18037.353724976852,2019-05-21 08:29:21.838000+00:00,2019-05-21 08:29:21.843000+00:00,-0.005
1832,1832,348.5,"[18037.353729166665, 18037.353730277777, 18037.353731574072, 18037.35373107639, 18037.35373060185, 18037.353730555555]",5,4,18037.353730555555,2019-05-21 08:29:22.320000+00:00,2019-05-21 08:29:22.324000+00:00,-0.004
1833,1833,349.375,"[18037.353735173612, 18037.353733900465, 18037.35373729167, 18037.353735798613, 18037.353735335648, 18037.35373527778]",5,4,18037.35373527778,2019-05-21 08:29:22.728000+00:00,2019-05-21 08:29:22.733000+00:00,-0.005
1834,1834,349.375,"[18037.3537578125, 18037.353755636574, 18037.353758564816, 18037.353757835648, 18037.35375738426, 18037.35375732639]",5,4,18037.35375732639,2019-05-21 08:29:24.633000+00:00,2019-05-21 08:29:24.638000+00:00,-0.005
1835,1835,344.125,"[18037.353765555556, 18037.353764930554, 18037.353766701388, 18037.353765983797, 18037.35376550926, 18037.353765520835]",4,5,18037.35376550926,2019-05-21 08:29:25.340000+00:00,2019-05-21 08:29:25.341000+00:00,-0.001
1836,1836,349.375,"[18037.353841898148, 18037.353841539352, 18037.353844131943, 18037.353843414352, 18037.353842939814, 18037.353842881945]",5,4,18037.353842881945,2019-05-21 08:29:32.025000+00:00,2019-05-21 08:29:32.030000+00:00,-0.005
1837,1837,349.375,"[18037.353872754633, 18037.353874131946, 18037.353875729168, 18037.35387525463, 18037.353874780096, 18037.353874722223]",5,4,18037.353874722223,2019-05-21 08:29:34.776000+00:00,2019-05-21 08:29:34.781000+00:00,-0.005
1838,1838,352.875,"[18037.354541828703, 18037.35454015046, 18037.354543055553, 18037.354542314813, 18037.354541863424, 18037.354541759258]",5,4,18037.354541759258,2019-05-21 08:30:32.408000+00:00,2019-05-21 08:30:32.417000+00:00,-0.009
1839,1839,353.75,"[18037.354550740743, 18037.35454987269, 18037.354552847224, 18037.354552118057, 18037.354551655095, 18037.354551539353]",5,4,18037.354551539353,2019-05-21 08:30:33.253000+00:00,2019-05-21 08:30:33.263000+00:00,-0.01
1840,1840,354.625,"[18037.35485642361, 18037.35485755787, 18037.35485888889, 18037.35485814815, 18037.354857696762, 18037.354857569448]",5,4,18037.354857569448,2019-05-21 08:30:59.694000+00:00,2019-05-21 08:30:59.705000+00:00,-0.011
1841,1841,354.625,"[18037.354893125, 18037.354893101852, 18037.354895844906, 18037.35489511574, 18037.354894641205, 18037.35489451389]",5,4,18037.35489451389,2019-05-21 08:31:02.886000+00:00,2019-05-21 08:31:02.897000+00:00,-0.011
1842,1842,359.875,"[18037.354923900464, 18037.35492439815, 18037.354925972224, 18037.354925381947, 18037.354924930558, 18037.354924733798]",5,4,18037.354924733798,2019-05-21 08:31:05.497000+00:00,2019-05-21 08:31:05.514000+00:00,-0.017
1843,1843,355.5,"[18037.35496815972, 18037.35496818287, 18037.35496923611, 18037.354968749998, 18037.35496829861, 18037.35496815972]",5,4,18037.35496815972,2019-05-21 08:31:09.249000+00:00,2019-05-21 08:31:09.261000+00:00,-0.012
1844,1844,355.5,"[18037.354975451388, 18037.35497574074, 18037.35497773148, 18037.35497633102, 18037.35497587963, 18037.35497574074]",5,4,18037.35497574074,2019-05-21 08:31:09.904000+00:00,2019-05-21 08:31:09.916000+00:00,-0.012
1845,1845,355.5,"[18037.355005069447, 18037.35500369213, 18037.35500646991, 18037.35500574074, 18037.35500527778, 18037.355005138892]",5,4,18037.355005138892,2019-05-21 08:31:12.444000+00:00,2019-05-21 08:31:12.456000+00:00,-0.012
1846,1846,355.5,"[18037.35507710648, 18037.355077118056, 18037.355078425924, 18037.35507769676, 18037.355077210646, 18037.35507707176]",5,4,18037.35507707176,2019-05-21 08:31:18.659000+00:00,2019-05-21 08:31:18.671000+00:00,-0.012
1847,1847,355.5,"[18037.355084340277, 18037.35508396991, 18037.35508681713, 18037.35508607639, 18037.355085613428, 18037.355085474537]",5,4,18037.355085474537,2019-05-21 08:31:19.385000+00:00,2019-05-21 08:31:19.397000+00:00,-0.012
1848,1848,354.625,"[18037.355097893516, 18037.355096770832, 18037.35509909722, 18037.355098368054, 18037.355097893516, 18037.3550977662]",5,4,18037.3550977662,2019-05-21 08:31:20.447000+00:00,2019-05-21 08:31:20.458000+00:00,-0.011
1849,1849,356.375,"[18037.355125497685, 18037.35512574074, 18037.355127407405, 18037.355126643517, 18037.355126180555, 18037.355126030092]",5,4,18037.355126030092,2019-05-21 08:31:22.889000+00:00,2019-05-21 08:31:22.902000+00:00,-0.013
1850,1850,357.25,"[18037.355139155094, 18037.355139236115, 18037.355140439817, 18037.355139976855, 18037.355139525465, 18037.35513936343]",5,4,18037.35513936343,2019-05-21 08:31:24.041000+00:00,2019-05-21 08:31:24.055000+00:00,-0.014
1851,1851,357.25,"[18037.355152118056, 18037.3551515625, 18037.35515398148, 18037.355153321758, 18037.35515287037, 18037.355152708333]",5,4,18037.355152708333,2019-05-21 08:31:25.194000+00:00,2019-05-21 08:31:25.208000+00:00,-0.014
1852,1852,356.375,"[18037.355158738428, 18037.35516042824, 18037.355161747684, 18037.35516101852, 18037.355160543982, 18037.35516039352]",5,4,18037.35516039352,2019-05-21 08:31:25.858000+00:00,2019-05-21 08:31:25.871000+00:00,-0.013
1853,1853,356.375,"[18037.355175, 18037.355175127315, 18037.355177025463, 18037.355176273148, 18037.355175821758, 18037.355175671295]",5,4,18037.355175671295,2019-05-21 08:31:27.178000+00:00,2019-05-21 08:31:27.191000+00:00,-0.013
1854,1854,357.25,"[18037.35540351852, 18037.355402407407, 18037.355404849535, 18037.355404351852, 18037.355403877315, 18037.35540371528]",5,4,18037.35540371528,2019-05-21 08:31:46.881000+00:00,2019-05-21 08:31:46.895000+00:00,-0.014
1855,1855,357.25,"[18037.355407592593, 18037.355407592593, 18037.355408958334, 18037.355408229167, 18037.35540775463, 18037.355407592593]",5,4,18037.355407592593,2019-05-21 08:31:47.216000+00:00,2019-05-21 08:31:47.230000+00:00,-0.014
1856,1856,358.125,"[18037.355410497683, 18037.355411597222, 18037.355413564816, 18037.355412268516, 18037.355411793982, 18037.35541162037]",5,4,18037.35541162037,2019-05-21 08:31:47.564000+00:00,2019-05-21 08:31:47.579000+00:00,-0.015
1857,1857,357.25,"[18037.355418854164, 18037.35541886574, 18037.35542023148, 18037.355419479165, 18037.355419027775, 18037.35541886574]",5,4,18037.35541886574,2019-05-21 08:31:48.190000+00:00,2019-05-21 08:31:48.204000+00:00,-0.014
1858,1858,358.125,"[18037.35542611111, 18037.355425868056, 18037.35542883102, 18037.355428078703, 18037.355427627313, 18037.355427453702]",5,4,18037.355427453702,2019-05-21 08:31:48.932000+00:00,2019-05-21 08:31:48.947000+00:00,-0.015
1859,1859,357.25,"[18037.35543521991, 18037.355434560188, 18037.35543658565, 18037.355435833335, 18037.355435381945, 18037.35543521991]",5,4,18037.35543521991,2019-05-21 08:31:49.603000+00:00,2019-05-21 08:31:49.617000+00:00,-0.014
1860,1860,357.25,"[18037.35544300926, 18037.35544300926, 18037.355444375, 18037.35544363426, 18037.3554431713, 18037.35544300926]",5,4,18037.35544300926,2019-05-21 08:31:50.276000+00:00,2019-05-21 08:31:50.290000+00:00,-0.014
1861,1861,358.125,"[18037.355455416666, 18037.355453993056, 18037.355456793983, 18037.355456041667, 18037.355455590277, 18037.355455416666]",5,4,18037.355455416666,2019-05-21 08:31:51.348000+00:00,2019-05-21 08:31:51.363000+00:00,-0.015
1862,1862,354.625,"[18037.35547519676, 18037.35547550926, 18037.35547680556, 18037.35547609954, 18037.35547561343, 18037.355475486114]",5,4,18037.355475486114,2019-05-21 08:31:53.082000+00:00,2019-05-21 08:31:53.093000+00:00,-0.011
1863,1863,252.25,"[18037.355482916668, 18037.355483495372, 18037.355483877316, 18037.355483310184, 18037.35548363426, 18037.355483460648]",3,5,18037.355483310184,2019-05-21 08:31:53.758000+00:00,2019-05-21 08:31:53.771000+00:00,-0.013
1864,1864,247.875,"[18037.355486886576, 18037.355486967594, 18037.355487511573, 18037.355486944445, 18037.355487685185, 18037.355487511573]",3,2,18037.355486944445,2019-05-21 08:31:54.072000+00:00,2019-05-21 08:31:54.121000+00:00,-0.049
1865,1865,357.25,"[18037.35549125, 18037.355491944443, 18037.35549332176, 18037.355492592593, 18037.355492118055, 18037.35549195602]",5,4,18037.35549195602,2019-05-21 08:31:54.505000+00:00,2019-05-21 08:31:54.519000+00:00,-0.014
1866,1866,358.125,"[18037.355516157408, 18037.355517465276, 18037.355518842593, 18037.355518113425, 18037.355517638887, 18037.355517465276]",5,4,18037.355517465276,2019-05-21 08:31:56.709000+00:00,2019-05-21 08:31:56.724000+00:00,-0.015
1867,1867,357.25,"[18037.355528032407, 18037.35552752315, 18037.355527824075, 18037.355528715278, 18037.355528159722, 18037.355527152777]",5,2,18037.355527152777,2019-05-21 08:31:57.546000+00:00,2019-05-21 08:31:57.604000+00:00,-0.058
1868,1868,358.125,"[18037.355591747684, 18037.355593101853, 18037.355594386576, 18037.35559365741, 18037.35559318287, 18037.35559300926]",5,4,18037.35559300926,2019-05-21 08:32:03.236000+00:00,2019-05-21 08:32:03.251000+00:00,-0.015
1869,1869,358.125,"[18037.355599085648, 18037.355599930557, 18037.355601296298, 18037.35560056713, 18037.355600092593, 18037.35559991898]",5,4,18037.35559991898,2019-05-21 08:32:03.833000+00:00,2019-05-21 08:32:03.848000+00:00,-0.015
1870,1870,360.75,"[18037.355640497688, 18037.355640613427, 18037.355642858798, 18037.35564221065, 18037.35564167824, 18037.35564146991]",5,4,18037.35564146991,2019-05-21 08:32:07.423000+00:00,2019-05-21 08:32:07.441000+00:00,-0.018
1871,1871,358.125,"[18037.355655358795, 18037.355654224535, 18037.355657187498, 18037.35565667824, 18037.3556562037, 18037.35565603009]",5,4,18037.35565603009,2019-05-21 08:32:08.681000+00:00,2019-05-21 08:32:08.696000+00:00,-0.015
1872,1872,359.0,"[18037.35566119213, 18037.355662002316, 18037.355663541668, 18037.355662789352, 18037.355662337963, 18037.35566215278]",5,4,18037.35566215278,2019-05-21 08:32:09.210000+00:00,2019-05-21 08:32:09.226000+00:00,-0.016
1873,1873,359.0,"[18037.355668333334, 18037.355667314816, 18037.355669456017, 18037.35566898148, 18037.355668518518, 18037.355668333334]",5,4,18037.355668333334,2019-05-21 08:32:09.744000+00:00,2019-05-21 08:32:09.760000+00:00,-0.016
1874,1874,359.875,"[18037.355673483795, 18037.355673136575, 18037.355676168983, 18037.355675439816, 18037.355674965278, 18037.355674768518]",5,4,18037.355674768518,2019-05-21 08:32:10.300000+00:00,2019-05-21 08:32:10.317000+00:00,-0.017
1875,1875,358.125,"[18037.355680173612, 18037.35567954861, 18037.355681828703, 18037.355681203706, 18037.355680717592, 18037.355680543984]",5,4,18037.355680543984,2019-05-21 08:32:10.799000+00:00,2019-05-21 08:32:10.814000+00:00,-0.015
1876,1876,359.0,"[18037.35569673611, 18037.355696030096, 18037.355697939816, 18037.355697361112, 18037.355696909723, 18037.35569672454]",5,4,18037.35569672454,2019-05-21 08:32:12.197000+00:00,2019-05-21 08:32:12.213000+00:00,-0.016
1877,1877,134.125,"[18037.355700914355, 18037.35570086806, 18037.355700567132, 18037.35570152778, 18037.35570107639, 18037.35570087963]",2,5,18037.355700567132,2019-05-21 08:32:12.529000+00:00,2019-05-21 08:32:12.556000+00:00,-0.027
1878,1878,361.625,"[18037.35572893519, 18037.35572943287, 18037.35573055556, 18037.35573008102, 18037.35572961806, 18037.35572939815]",5,4,18037.35572939815,2019-05-21 08:32:15.020000+00:00,2019-05-21 08:32:15.039000+00:00,-0.019
1879,1879,359.0,"[18037.355733738426, 18037.355732164353, 18037.355734988425, 18037.355734525463, 18037.35573392361, 18037.355733738426]",5,4,18037.355733738426,2019-05-21 08:32:15.395000+00:00,2019-05-21 08:32:15.411000+00:00,-0.016
1880,1880,359.0,"[18037.355760833332, 18037.355760648148, 18037.35576238426, 18037.355761631945, 18037.355761157407, 18037.355760972223]",5,4,18037.355760972223,2019-05-21 08:32:17.748000+00:00,2019-05-21 08:32:17.764000+00:00,-0.016
1881,1881,359.0,"[18037.355776828703, 18037.355776493056, 18037.35577865741, 18037.355777916666, 18037.35577744213, 18037.355777256944]",5,4,18037.355777256944,2019-05-21 08:32:19.155000+00:00,2019-05-21 08:32:19.171000+00:00,-0.016
1882,1882,359.875,"[18037.35578991898, 18037.35578991898, 18037.355791192127, 18037.35579056713, 18037.35579011574, 18037.35578991898]",5,4,18037.35578991898,2019-05-21 08:32:20.249000+00:00,2019-05-21 08:32:20.266000+00:00,-0.017
1883,1883,359.0,"[18037.355793159724, 18037.355794039355, 18037.35579601852, 18037.35579471065, 18037.35579422454, 18037.355794039355]",5,4,18037.355794039355,2019-05-21 08:32:20.605000+00:00,2019-05-21 08:32:20.621000+00:00,-0.016
1884,1884,359.875,"[18037.35581497685, 18037.3558143287, 18037.355816689815, 18037.3558159375, 18037.35581548611, 18037.35581528935]",5,4,18037.35581528935,2019-05-21 08:32:22.441000+00:00,2019-05-21 08:32:22.458000+00:00,-0.017
1885,1885,359.875,"[18037.355820798613, 18037.35582074074, 18037.355821875, 18037.35582141204, 18037.3558209375, 18037.35582074074]",5,4,18037.35582074074,2019-05-21 08:32:22.912000+00:00,2019-05-21 08:32:22.929000+00:00,-0.017
1886,1886,359.875,"[18037.355856157406, 18037.35585480324, 18037.355857546296, 18037.355857060185, 18037.355856608796, 18037.355856412036]",5,4,18037.355856412036,2019-05-21 08:32:25.994000+00:00,2019-05-21 08:32:26.011000+00:00,-0.017
1887,1887,359.0,"[18037.355872974535, 18037.35587298611, 18037.355874097222, 18037.355873622684, 18037.355873171295, 18037.35587298611]",5,4,18037.35587298611,2019-05-21 08:32:27.426000+00:00,2019-05-21 08:32:27.442000+00:00,-0.016
1888,1888,359.875,"[18037.355882488424, 18037.355881805554, 18037.355883784723, 18037.355883032407, 18037.355882581018, 18037.355882384258]",5,4,18037.355882384258,2019-05-21 08:32:28.238000+00:00,2019-05-21 08:32:28.255000+00:00,-0.017
1889,1889,359.875,"[18037.355885393517, 18037.355886747686, 18037.355888136575, 18037.355887407408, 18037.35588693287, 18037.35588673611]",5,4,18037.35588673611,2019-05-21 08:32:28.614000+00:00,2019-05-21 08:32:28.631000+00:00,-0.017
1890,1890,359.875,"[18037.355891851854, 18037.355891886575, 18037.355893252316, 18037.3558925, 18037.35589204861, 18037.355891851854]",5,4,18037.355891851854,2019-05-21 08:32:29.056000+00:00,2019-05-21 08:32:29.073000+00:00,-0.017
1891,1891,359.875,"[18037.355901377312, 18037.355901377312, 18037.35590284722, 18037.355902094907, 18037.355901574072, 18037.355901377312]",5,4,18037.355901377312,2019-05-21 08:32:29.879000+00:00,2019-05-21 08:32:29.896000+00:00,-0.017
1892,1892,359.875,"[18037.355910312497, 18037.355910312497, 18037.355911435185, 18037.355910960647, 18037.355910509257, 18037.355910312497]",5,4,18037.355910312497,2019-05-21 08:32:30.651000+00:00,2019-05-21 08:32:30.668000+00:00,-0.017
1893,1893,359.875,"[18037.355934351854, 18037.355933796298, 18037.355935752315, 18037.355935011576, 18037.355934537038, 18037.35593434028]",5,4,18037.35593434028,2019-05-21 08:32:32.727000+00:00,2019-05-21 08:32:32.744000+00:00,-0.017
1894,1894,359.875,"[18037.35594861111, 18037.35594886574, 18037.355949976853, 18037.355949490742, 18037.355949039353, 18037.355948842593]",5,4,18037.355948842593,2019-05-21 08:32:33.980000+00:00,2019-05-21 08:32:33.997000+00:00,-0.017
1895,1895,359.875,"[18037.35596431713, 18037.3559643287, 18037.35596585648, 18037.355965104165, 18037.355964618055, 18037.355964421295]",5,4,18037.355964421295,2019-05-21 08:32:35.326000+00:00,2019-05-21 08:32:35.343000+00:00,-0.017
1896,1896,359.875,"[18037.35596962963, 18037.35597008102, 18037.355972303238, 18037.35597099537, 18037.35597052083, 18037.35597032407]",5,4,18037.35597032407,2019-05-21 08:32:35.836000+00:00,2019-05-21 08:32:35.853000+00:00,-0.017
1897,1897,359.875,"[18037.355976134262, 18037.355976145835, 18037.3559775463, 18037.355976793984, 18037.355976307874, 18037.355976111114]",5,4,18037.355976111114,2019-05-21 08:32:36.336000+00:00,2019-05-21 08:32:36.353000+00:00,-0.017
1898,1898,360.75,"[18037.35598715278, 18037.35598715278, 18037.355988564817, 18037.3559878125, 18037.355987361112, 18037.35598715278]",5,4,18037.35598715278,2019-05-21 08:32:37.290000+00:00,2019-05-21 08:32:37.308000+00:00,-0.018
1899,1899,360.75,"[18037.355996597224, 18037.355996597224, 18037.355997719907, 18037.355997256946, 18037.355996805556, 18037.355996597224]",5,4,18037.355996597224,2019-05-21 08:32:38.106000+00:00,2019-05-21 08:32:38.124000+00:00,-0.018
